,Num,Dnum,ROIGEnergy,ROIGContrast,ROIGEntropy,ROIGHomogeneity1,ROIGHomogeneity2,ROIGCorrelation,ROIGSumAverage,ROIGVariance,ROIGDissimilarity,ROIGAutoCorrelation,ROIGCorrelation1,LLLGEnergy,LLLGContrast,LLLGEntropy,LLLGHomogeneity1,LLLGHomogeneity2,LLLGCorrelation,LLLGSumAverage,LLLGVariance,LLLGDissimilarity,LLLGAutoCorrelation,LLLGCorrelation1,LLHGEnergy,LLHGContrast,LLHGEntropy,LLHGHomogeneity1,LLHGHomogeneity2,LLHGCorrelation,LLHGSumAverage,LLHGVariance,LLHGDissimilarity,LLHGAutoCorrelation,LLHGCorrelation1,LHLGEnergy,LHLGContrast,LHLGEntropy,LHLGHomogeneity1,LHLGHomogeneity2,LHLGCorrelation,LHLGSumAverage,LHLGVariance,LHLGDissimilarity,LHLGAutoCorrelation,LHLGCorrelation1,LHHGEnergy,LHHGContrast,LHHGEntropy,LHHGHomogeneity1,LHHGHomogeneity2,LHHGCorrelation,LHHGSumAverage,LHHGVariance,LHHGDissimilarity,LHHGAutoCorrelation,LHHGCorrelation1,HLLGEnergy,HLLGContrast,HLLGEntropy,HLLGHomogeneity1,HLLGHomogeneity2,HLLGCorrelation,HLLGSumAverage,HLLGVariance,HLLGDissimilarity,HLLGAutoCorrelation,HLLGCorrelation1,HLHGEnergy,HLHGContrast,HLHGEntropy,HLHGHomogeneity1,HLHGHomogeneity2,HLHGCorrelation,HLHGSumAverage,HLHGVariance,HLHGDissimilarity,HLHGAutoCorrelation,HLHGCorrelation1,HHLGEnergy,HHLGContrast,HHLGEntropy,HHLGHomogeneity1,HHLGHomogeneity2,HHLGCorrelation,HHLGSumAverage,HHLGVariance,HHLGDissimilarity,HHLGAutoCorrelation,HHLGCorrelation1,HHHGEnergy,HHHGContrast,HHHGEntropy,HHHGHomogeneity1,HHHGHomogeneity2,HHHGCorrelation,HHHGSumAverage,HHHGVariance,HHHGDissimilarity,HHHGAutoCorrelation,HHHGCorrelation1
0,1,1,0.000567,222.713002,11.476824,0.184752,0.10508,0.661295,0.003783,0.020095,10.81905,4059.031318,49413671.6275,0.00065,160.984642,11.368047,0.206504,0.123448,0.769113,0.003685,0.021461,9.208997,3915.884256,51251500.599142,0.000445,395.288704,11.749916,0.15572,0.083405,0.403231,0.004031,0.020265,14.324612,4496.571568,56626373.278049,0.000438,544.731628,11.842505,0.144224,0.074866,0.202458,0.004032,0.020974,16.554781,4435.32947,53837093.54402,0.000378,743.351039,12.08911,0.129622,0.064786,0.100499,0.003955,0.025182,19.471151,4239.741645,60109708.452554,0.000396,583.574435,11.884336,0.133568,0.067217,0.09621,0.003934,0.019824,17.734691,4187.344317,52512574.57484,0.000313,721.825158,12.147351,0.115172,0.054746,0.041443,0.003857,0.022946,20.373695,4008.729329,60042587.792198,0.000341,667.40918,12.014865,0.118643,0.056699,0.018455,0.003998,0.020603,19.578228,4294.829833,58980012.633878,0.000281,769.025511,12.26527,0.104109,0.045672,-0.004707,0.003952,0.023351,21.628365,4189.902085,67843454.580833
1,2,3,0.000441,236.156101,11.972136,0.193118,0.113309,0.717306,0.003724,0.025467,10.832052,4021.203783,65492853.649832,0.00059,145.921715,11.581568,0.231528,0.148046,0.806768,0.003895,0.023019,8.415089,4377.477545,66836742.234236,0.000367,449.626018,12.277738,0.1477,0.077068,0.370316,0.003939,0.021775,15.401975,4296.227472,59590718.974898,0.000524,465.355115,11.929082,0.155983,0.084245,0.196722,0.003963,0.017672,15.139641,4273.561243,42962169.291823,0.000424,543.030136,12.062388,0.136716,0.069177,0.050744,0.003935,0.017458,17.012203,4170.446076,46223310.017179,0.000368,550.796582,12.271972,0.139716,0.071892,0.191722,0.003946,0.020781,16.968916,4245.704194,55312565.679368,0.000333,636.984097,12.327897,0.125037,0.060811,0.043792,0.003934,0.020314,18.752403,4168.901144,56179324.633755,0.000314,667.708074,12.366102,0.12272,0.059492,0.012151,0.003936,0.020634,19.28425,4163.401955,58808624.310583,0.000284,717.751015,12.463962,0.114749,0.053635,-0.011827,0.003933,0.021644,20.350879,4147.915936,62677881.736697
2,3,4,0.000349,355.064692,12.03386,0.148997,0.076766,0.486997,0.004041,0.021185,14.129308,4553.59991,67706979.641639,0.000405,254.262357,11.844574,0.172694,0.09475,0.630974,0.00402,0.02105,11.704763,4556.667919,68937665.429421,0.00034,447.603991,12.141347,0.136246,0.066904,0.372279,0.003968,0.021743,15.833327,4359.940027,62580591.026321,0.000316,570.194722,12.173776,0.129108,0.063499,0.160121,0.003892,0.020778,17.841142,4120.964877,61323364.951521,0.000314,643.899605,12.220287,0.118443,0.055968,0.058341,0.003934,0.020899,19.335443,4175.271763,60180019.211176,0.000286,690.245174,12.339225,0.121303,0.058771,0.075313,0.003957,0.022868,19.663723,4233.224815,68772035.683113,0.000271,797.888178,12.433762,0.109718,0.050361,0.001357,0.003905,0.024369,21.557794,4093.935425,67484626.298721,0.000257,779.115759,12.427935,0.110365,0.050931,0.006471,0.003953,0.023844,21.464559,4195.754264,73351991.12303,0.000258,815.852082,12.460563,0.105701,0.047823,-0.015293,0.003921,0.024509,22.100044,4120.567244,70441665.222662
3,4,5,0.000546,181.734169,11.53068,0.199267,0.116043,0.698363,0.003668,0.018356,9.612096,3821.479482,46731288.392204,0.000706,120.719802,11.190963,0.236832,0.149807,0.793594,0.003789,0.017849,7.624403,4084.958977,49208715.318979,0.000428,409.798717,12.037783,0.152321,0.079952,0.337268,0.003982,0.01883,14.585798,4359.462331,51207080.000025,0.000579,381.01761,11.665368,0.160549,0.087005,0.200726,0.003987,0.014567,13.920783,4315.039256,38430859.165254,0.000466,493.948504,11.905839,0.139036,0.070191,0.074129,0.003931,0.016286,16.226545,4167.277405,42191238.972318,0.000342,585.987613,12.295573,0.134307,0.068198,0.142093,0.003943,0.020845,17.759443,4221.628744,57438494.091534,0.000312,637.330649,12.339136,0.121188,0.057708,0.048553,0.003928,0.020452,19.041736,4158.152752,58325331.563619,0.000313,670.941927,12.361427,0.122673,0.05973,0.017765,0.003951,0.020842,19.399724,4195.905215,59947729.532,0.000291,695.587114,12.406058,0.114412,0.053049,-0.003422,0.003933,0.021153,20.096298,4150.239319,61112751.058375
4,5,6,0.00038,197.411132,11.962876,0.19088,0.109634,0.779136,0.004279,0.027266,10.22121,5263.321559,104658967.660958,0.000415,145.36275,11.834224,0.212964,0.128383,0.85532,0.00452,0.030637,8.70274,5913.042888,136413382.800002,0.000318,449.851354,12.35881,0.141529,0.071751,0.381072,0.003913,0.022157,15.634791,4248.311085,64572746.581291,0.00034,505.080711,12.236943,0.137773,0.069925,0.187868,0.003945,0.018971,16.594726,4236.602445,56956747.791212,0.000265,692.530937,12.530421,0.114979,0.05352,0.051513,0.003935,0.022283,20.05709,4174.466557,67068960.250646,0.000336,563.535726,12.320502,0.136099,0.069007,0.164863,0.003941,0.020593,17.308142,4223.868689,58368825.966474,0.000306,648.521712,12.380634,0.120089,0.057007,0.033321,0.003944,0.020472,19.20332,4186.974792,58945687.137146,0.00026,742.219265,12.558011,0.114594,0.053864,0.003968,0.003942,0.02274,20.677639,4171.884621,69263441.219508,0.000256,739.398224,12.546083,0.110192,0.050604,-0.010746,0.003938,0.022323,20.95146,4158.063253,67786178.475139
5,6,7,0.00047,243.013511,11.812533,0.178262,0.099755,0.614424,0.003897,0.019207,11.362788,4270.818458,54043619.21785,0.000569,168.141363,11.56768,0.206566,0.123785,0.728163,0.003888,0.018858,9.319349,4282.442977,54441492.280252,0.00035,449.728767,12.248383,0.143354,0.073497,0.344112,0.00395,0.02087,15.561937,4305.095432,59525693.867878,0.000321,568.304453,12.363365,0.135152,0.068573,0.198659,0.00395,0.021645,17.498848,4258.19445,61651772.715784,0.000265,702.287601,12.528877,0.115862,0.054475,0.056471,0.003933,0.022722,20.130029,4172.74291,68112593.733459,0.00038,529.127943,12.164921,0.142157,0.073878,0.143748,0.003952,0.018859,16.675009,4236.665775,53275668.882905,0.000347,607.515699,12.230823,0.125112,0.060444,0.024223,0.00394,0.018999,18.409452,4173.663344,53356535.759314,0.000291,718.767712,12.459037,0.120161,0.05778,0.018208,0.003941,0.022331,19.967839,4176.561581,63698312.257374,0.000292,693.017134,12.40717,0.115564,0.054256,-0.011249,0.003945,0.02091,20.066978,4172.690915,60966412.264939
6,7,8,0.00033,194.289148,12.084901,0.186634,0.106155,0.773275,0.00397,0.026145,10.344317,4562.698361,101827636.134113,0.000414,125.010379,11.788127,0.217002,0.131544,0.854983,0.003976,0.026309,8.22869,4612.128458,102420643.444224,0.000292,474.967851,12.443726,0.137635,0.069227,0.362918,0.003952,0.022744,16.222811,4328.591042,70403836.735686,0.000298,583.829026,12.43893,0.132262,0.066419,0.176215,0.003939,0.021622,17.848824,4226.541773,64625951.8433,0.000262,710.527173,12.570781,0.116082,0.054691,0.052151,0.003933,0.022879,20.220802,4172.695367,68500964.46266,0.000273,650.155441,12.542691,0.127302,0.063086,0.134726,0.003936,0.022933,18.899578,4208.294705,69690210.447004,0.000275,700.580598,12.521662,0.117688,0.055781,0.038124,0.003934,0.022225,19.987021,4168.039869,65667922.912048,0.000252,754.029812,12.598297,0.115317,0.054769,0.006773,0.003936,0.02317,20.830964,4160.853613,71228082.992077,0.000247,767.810508,12.610387,0.109287,0.050004,-0.010837,0.003937,0.023179,21.321877,4156.190679,70858960.257542
7,8,9,0.000229,369.386438,12.494903,0.139714,0.069818,0.584915,0.003929,0.027153,14.861743,4404.104063,104660380.315253,0.000276,243.945401,12.265703,0.161666,0.0854,0.72585,0.003964,0.027144,12.024094,4541.037543,105307834.376869,0.000218,563.753145,12.654539,0.12106,0.057507,0.338069,0.00394,0.025973,18.342211,4310.009742,90306621.017591,0.000223,700.629845,12.678369,0.117244,0.055611,0.164809,0.003942,0.025613,20.107233,4240.707594,84914548.518633,0.000228,766.749962,12.652888,0.109585,0.050391,0.049711,0.003927,0.024628,21.342094,4159.252292,78277307.739288,0.000262,665.162696,12.53828,0.122943,0.059852,0.139839,0.003954,0.023615,19.341536,4250.166713,73461386.680889,0.000233,756.788522,12.632603,0.109086,0.049955,0.046939,0.003944,0.024224,21.278849,4194.914772,76215899.552868,0.000222,812.967487,12.683707,0.108233,0.049781,0.016215,0.003934,0.025199,22.011885,4159.860094,80926995.818577,0.000227,823.217469,12.669786,0.105166,0.047627,-0.006162,0.003927,0.024954,22.296104,4135.827026,76889956.070839
8,9,10,0.000483,241.696705,11.728785,0.183085,0.104264,0.63023,0.003817,0.019925,11.23558,4115.837816,51442305.610047,0.000502,177.916183,11.643072,0.200279,0.118425,0.747605,0.003608,0.021503,9.697947,3758.129307,52569887.918747,0.000341,452.272889,12.310724,0.144916,0.074836,0.3783,0.004004,0.022184,15.588601,4441.870469,64709750.889065,0.000322,596.890128,12.371566,0.132469,0.066502,0.153257,0.003979,0.021523,17.927556,4305.172279,61828440.607435,0.000297,665.867146,12.421561,0.119999,0.057131,0.048414,0.00392,0.02135,19.4307,4142.762885,60835897.639816,0.000345,579.21238,12.312243,0.136214,0.069733,0.150595,0.003967,0.020806,17.594374,4275.164564,57948377.010017,0.000347,600.405734,12.256988,0.127171,0.062175,0.056218,0.003921,0.019407,18.266027,4144.946853,53344478.059175,0.000314,658.526486,12.342735,0.123417,0.060392,0.006587,0.00394,0.020214,19.273523,4168.304185,58191199.47581,0.000346,619.082716,12.224827,0.122466,0.058893,-0.010868,0.003934,0.018683,18.789935,4151.749211,52260655.316265
9,10,11,0.000347,176.690556,12.029607,0.197293,0.115925,0.796914,0.00393,0.026534,9.778721,4491.911969,100635454.513006,0.000436,109.217927,11.722704,0.230025,0.144254,0.876036,0.00394,0.026877,7.669305,4553.575982,101674949.96452,0.000312,469.062485,12.392139,0.140192,0.07135,0.353691,0.003953,0.022145,16.017908,4323.549824,66195614.096958,0.000335,573.382941,12.358047,0.137087,0.0703,0.156386,0.003952,0.02074,17.484456,4245.797885,59828862.423651,0.000289,683.778995,12.485661,0.119872,0.057437,0.043188,0.003939,0.021808,19.68681,4179.898139,63092279.628181,0.000304,608.415689,12.44693,0.13308,0.067394,0.149181,0.003949,0.02182,18.102911,4239.524995,64277576.530804,0.000281,688.09459,12.495418,0.118144,0.056155,0.036156,0.003938,0.021789,19.854644,4176.566581,63898214.845473,0.000299,699.906377,12.454626,0.122301,0.059692,0.005482,0.003936,0.021478,19.759095,4160.404943,61799572.047606,0.00027,734.771057,12.531016,0.112362,0.052041,-0.013104,0.003938,0.022132,20.752762,4157.031488,65175858.343345
