,Num,Dnum,ROISRE,ROILRE,ROIGLN,ROIRLN,ROIRP,ROILGRE,ROIHGRE,ROISRLGE,ROISRHGE,ROILRLGE,ROILRHGE,ROIGLV,ROIRLV,LLLSRE,LLLLRE,LLLGLN,LLLRLN,LLLRP,LLLLGRE,LLLHGRE,LLLSRLGE,LLLSRHGE,LLLLRLGE,LLLLRHGE,LLLGLV,LLLRLV,LLHSRE,LLHLRE,LLHGLN,LLHRLN,LLHRP,LLHLGRE,LLHHGRE,LLHSRLGE,LLHSRHGE,LLHLRLGE,LLHLRHGE,LLHGLV,LLHRLV,LHLSRE,LHLLRE,LHLGLN,LHLRLN,LHLRP,LHLLGRE,LHLHGRE,LHLSRLGE,LHLSRHGE,LHLLRLGE,LHLLRHGE,LHLGLV,LHLRLV,LHHSRE,LHHLRE,LHHGLN,LHHRLN,LHHRP,LHHLGRE,LHHHGRE,LHHSRLGE,LHHSRHGE,LHHLRLGE,LHHLRHGE,LHHGLV,LHHRLV,HLLSRE,HLLLRE,HLLGLN,HLLRLN,HLLRP,HLLLGRE,HLLHGRE,HLLSRLGE,HLLSRHGE,HLLLRLGE,HLLLRHGE,HLLGLV,HLLRLV,HLHSRE,HLHLRE,HLHGLN,HLHRLN,HLHRP,HLHLGRE,HLHHGRE,HLHSRLGE,HLHSRHGE,HLHLRLGE,HLHLRHGE,HLHGLV,HLHRLV,HHLSRE,HHLLRE,HHLGLN,HHLRLN,HHLRP,HHLLGRE,HHLHGRE,HHLSRLGE,HHLSRHGE,HHLLRLGE,HHLLRHGE,HHLGLV,HHLRLV,HHHSRE,HHHLRE,HHHGLN,HHHRLN,HHHRP,HHHLGRE,HHHHGRE,HHHSRLGE,HHHSRHGE,HHHLRLGE,HHHLRHGE,HHHGLV,HHHRLV
0,1,1,0.913385,1.449779,0.060213,0.797654,0.882484,0.007299,286.752034,0.006829,264.887127,0.009666,399.1187,0.063906,0.000254,0.902397,1.55559,0.056055,0.775823,0.864108,0.008328,276.760791,0.007756,252.871153,0.011445,410.936667,0.041818,0.000172,0.932904,1.329443,0.065253,0.83884,0.909197,0.007344,305.630122,0.007001,285.34521,0.00898,404.909886,0.066183,0.000221,0.938766,1.303413,0.065568,0.851923,0.916067,0.011221,308.131188,0.010896,289.71269,0.012804,399.161332,0.066218,0.000224,0.947695,1.248005,0.061291,0.87173,0.928955,0.007676,300.389839,0.007434,285.632041,0.008818,370.869954,0.07943,0.000286,0.947523,1.257433,0.066384,0.871554,0.927667,0.009135,290.863468,0.008859,276.139284,0.010431,362.66411,0.074985,0.000268,0.956003,1.194692,0.061038,0.8904,0.941632,0.009833,286.112399,0.009574,274.370914,0.010949,337.974663,0.096224,0.000353,0.95385,1.21442,0.062587,0.885584,0.937777,0.009114,303.752765,0.008919,290.14207,0.010014,366.763804,0.057574,0.000198,0.962904,1.163228,0.059139,0.906687,0.950504,0.007219,300.312799,0.007052,289.900871,0.007951,345.715165,0.100793,0.000348
1,2,3,0.893755,1.593814,0.058945,0.758302,0.855199,0.007089,278.679908,0.006414,253.572627,0.010896,412.394911,0.027376,0.000121,0.865468,1.910115,0.060411,0.705525,0.809346,0.005371,301.658702,0.004662,267.454261,0.010309,517.174866,0.019325,7.9e-05,0.929172,1.354354,0.064229,0.830802,0.903837,0.008264,297.303996,0.007907,276.512261,0.009984,401.114929,0.040401,0.000142,0.923024,1.406466,0.074873,0.817949,0.893855,0.008697,296.123815,0.008349,273.824712,0.010458,413.460896,0.049833,0.000179,0.936639,1.308819,0.072649,0.847006,0.914143,0.006712,290.945221,0.006443,273.247435,0.007998,377.084359,0.054127,0.000198,0.935051,1.325407,0.066464,0.843657,0.911159,0.007763,296.066056,0.007452,277.32016,0.009269,389.791798,0.045951,0.000163,0.944976,1.260623,0.065908,0.86548,0.925642,0.00702,294.106798,0.006772,278.596721,0.008169,367.40624,0.063868,0.00023,0.946211,1.255489,0.064651,0.86829,0.927136,0.007213,294.593462,0.006973,279.444193,0.008331,366.496705,0.055451,0.0002,0.950872,1.225753,0.062855,0.878754,0.934045,0.007574,294.95414,0.007363,281.126658,0.008532,358.373875,0.084278,0.000298
2,3,4,0.935814,1.304407,0.061502,0.84495,0.914215,0.009766,304.810647,0.009379,285.100772,0.011495,397.932237,0.070834,0.00024,0.920977,1.402702,0.06012,0.813407,0.892818,0.00879,302.137358,0.008409,278.327224,0.010667,422.501826,0.056936,0.000197,0.943994,1.260994,0.062878,0.863136,0.924965,0.0091,296.840567,0.008814,280.415403,0.010396,373.140698,0.085178,0.000294,0.946147,1.249439,0.062315,0.86796,0.927899,0.006819,292.333854,0.006578,277.225901,0.00793,361.903872,0.081574,0.000292,0.953545,1.21047,0.062943,0.884863,0.937822,0.00672,295.620615,0.006509,282.467562,0.007658,355.067669,0.085094,0.000301,0.951402,1.230792,0.060583,0.880105,0.933901,0.008426,299.063403,0.00821,285.046024,0.009439,365.492007,0.054944,0.00019,0.958556,1.187805,0.060866,0.896606,0.944158,0.007892,294.992275,0.00769,283.387277,0.008793,347.426049,0.101201,0.000354,0.958426,1.193666,0.05947,0.896476,0.943292,0.00757,297.952673,0.007384,286.330597,0.008426,352.082921,0.060642,0.000214,0.960393,1.176916,0.058938,0.900876,0.94686,0.007229,295.293589,0.007043,284.423674,0.008048,343.665629,0.096691,0.000343
3,4,5,0.890015,1.594281,0.067886,0.750746,0.852858,0.006231,271.268206,0.005578,246.068926,0.009696,404.754654,0.041879,0.000187,0.859999,1.874463,0.067698,0.695139,0.80884,0.005508,289.856039,0.004762,256.049857,0.010158,494.610581,0.030666,0.000132,0.925879,1.36638,0.068806,0.8236,0.900292,0.008182,299.627975,0.007845,277.946514,0.009805,406.417751,0.065339,0.000229,0.921059,1.412305,0.080931,0.813638,0.892053,0.00726,295.433377,0.006915,272.69911,0.008994,414.008099,0.045137,0.000163,0.936117,1.307117,0.07576,0.845725,0.914054,0.007336,289.232566,0.007053,271.450137,0.008666,374.415159,0.081736,0.000299,0.93914,1.303054,0.065378,0.852681,0.916559,0.008171,296.75715,0.007881,279.458971,0.009565,382.708081,0.04116,0.000148,0.947623,1.243276,0.064518,0.871327,0.929681,0.007424,292.542576,0.007196,277.706553,0.008469,361.306585,0.063063,0.000226,0.946738,1.257065,0.064081,0.869574,0.927322,0.006905,296.042301,0.006659,280.973882,0.008058,368.878516,0.055504,0.000198,0.952253,1.220279,0.063039,0.882036,0.93559,0.007426,294.639367,0.007221,281.169772,0.008356,356.635262,0.085042,0.0003
4,5,6,0.89336,1.572682,0.055354,0.757237,0.857229,0.007123,333.516357,0.006599,294.275261,0.009789,548.533777,0.033742,9.8e-05,0.876534,1.740997,0.051891,0.725482,0.830589,0.006537,367.256549,0.005989,316.086938,0.009577,683.901874,0.028781,7.8e-05,0.931524,1.328987,0.062521,0.835611,0.908443,0.007452,294.989827,0.007111,275.52013,0.009054,388.248349,0.051631,0.000187,0.934169,1.322392,0.067083,0.841525,0.910998,0.006563,293.322476,0.006262,274.6414,0.008002,384.545379,0.045566,0.000165,0.949753,1.229262,0.061603,0.876118,0.932873,0.007034,295.202807,0.006807,281.046825,0.008054,359.667896,0.060801,0.000217,0.935857,1.319318,0.065463,0.845355,0.912485,0.007621,294.804252,0.007322,276.613206,0.009081,385.06541,0.049372,0.000178,0.946521,1.249533,0.065224,0.868885,0.928092,0.006981,294.567714,0.006746,279.472301,0.008057,364.920587,0.063773,0.000228,0.95017,1.237287,0.060674,0.87736,0.932106,0.007237,296.819455,0.007015,282.589785,0.008279,364.441065,0.036584,0.00013,0.952716,1.215259,0.061233,0.88296,0.93665,0.00707,295.547121,0.006866,282.181328,0.007991,356.238659,0.070217,0.000249
5,6,7,0.907586,1.482057,0.067401,0.785587,0.875661,0.00593,287.045482,0.005456,263.681283,0.008409,405.714142,0.042305,0.000173,0.885436,1.677441,0.066674,0.742372,0.842086,0.006003,286.480721,0.005417,257.487844,0.009488,450.73632,0.023059,9.6e-05,0.931285,1.328163,0.065598,0.835018,0.908451,0.008118,297.504493,0.007761,277.411075,0.009764,393.492058,0.050075,0.000176,0.93806,1.304254,0.065133,0.850121,0.915816,0.007815,296.496193,0.007525,278.290223,0.009189,385.937923,0.051082,0.000178,0.950187,1.227271,0.06161,0.877095,0.933453,0.006845,295.156657,0.00662,281.1208,0.007859,358.992801,0.060589,0.000217,0.934237,1.334834,0.069693,0.841893,0.909677,0.006818,294.15589,0.006517,275.204241,0.008307,390.480108,0.040299,0.000144,0.945681,1.252749,0.068621,0.866948,0.927139,0.006893,293.155407,0.00666,277.888604,0.007962,364.134933,0.076773,0.000276,0.948918,1.24666,0.063368,0.87458,0.930073,0.007562,296.190612,0.007328,281.80119,0.008678,365.475729,0.049283,0.000177,0.950975,1.223116,0.064818,0.878918,0.934482,0.007003,295.129334,0.006791,281.29276,0.007954,357.970423,0.074066,0.000263
6,7,8,0.896518,1.553379,0.054057,0.763423,0.861283,0.006788,300.119676,0.0062,269.517957,0.009867,462.209843,0.028314,0.000104,0.872255,1.76686,0.054091,0.717403,0.825927,0.006797,301.608123,0.006052,263.981411,0.011178,523.232887,0.024823,9.2e-05,0.933992,1.315472,0.060957,0.840987,0.911679,0.007482,297.997066,0.007151,278.74868,0.009018,389.88595,0.046877,0.000164,0.937771,1.308424,0.063067,0.849561,0.91508,0.007362,295.279636,0.007063,277.531508,0.008803,383.05921,0.027837,0.0001,0.948646,1.236923,0.061118,0.873657,0.931135,0.007112,295.620994,0.006881,281.09856,0.008159,362.478649,0.069108,0.000245,0.941634,1.28933,0.060894,0.858205,0.91994,0.007688,295.884149,0.007405,279.272631,0.009054,378.116545,0.042511,0.000151,0.947624,1.242921,0.062229,0.871355,0.929677,0.006933,294.93184,0.006697,280.185319,0.008012,363.166987,0.060776,0.000218,0.949374,1.244751,0.06024,0.875619,0.930644,0.006969,295.992581,0.006738,281.599449,0.008067,365.516544,0.039151,0.00014,0.953218,1.213478,0.060335,0.884143,0.937212,0.007149,296.162981,0.006944,282.953429,0.008071,356.310728,0.053427,0.00019
7,8,9,0.934985,1.304592,0.052459,0.843009,0.913709,0.006646,299.543715,0.006284,279.893887,0.008312,391.865793,0.059455,0.000202,0.921059,1.389382,0.052579,0.813257,0.894612,0.006549,304.343891,0.006124,280.145544,0.008632,423.525121,0.039812,0.000137,0.946477,1.242573,0.055305,0.868535,0.929057,0.007038,299.975457,0.006751,284.520323,0.008315,369.742544,0.063152,0.00022,0.949681,1.234945,0.056476,0.876084,0.932115,0.007542,297.144864,0.007283,282.557331,0.008726,365.34178,0.050045,0.000176,0.954548,1.202979,0.057943,0.887075,0.939536,0.006814,296.305851,0.006599,283.544443,0.00776,353.212229,0.078322,0.000276,0.945472,1.26042,0.060269,0.866646,0.926014,0.008206,297.616587,0.007931,281.85517,0.009473,372.985719,0.060343,0.000209,0.954987,1.204877,0.058981,0.888218,0.93956,0.007076,297.380132,0.006878,284.565614,0.007968,355.534235,0.068644,0.00024,0.955433,1.203979,0.057648,0.889322,0.939945,0.007455,296.921764,0.007248,284.1832,0.008392,354.956351,0.051683,0.000182,0.957021,1.192181,0.058438,0.892891,0.942591,0.007442,295.935066,0.007255,283.838533,0.008272,349.905677,0.079795,0.00028
8,9,10,0.902094,1.518626,0.068197,0.774565,0.868195,0.004905,291.8048,0.004385,268.725016,0.007722,409.775139,0.045555,0.000193,0.88948,1.633619,0.064812,0.750015,0.848843,0.005688,269.242041,0.004978,245.773797,0.009932,396.563648,0.028707,0.000134,0.93142,1.33496,0.063227,0.835533,0.907591,0.008148,302.464533,0.007824,281.793601,0.009694,403.196658,0.055137,0.000188,0.93982,1.293343,0.064389,0.854027,0.918229,0.007956,299.179317,0.007668,281.468513,0.009303,385.45931,0.050867,0.000176,0.947715,1.240536,0.063883,0.871502,0.930057,0.007084,293.048994,0.00685,278.452545,0.008145,359.94243,0.071523,0.000257,0.937338,1.311988,0.06598,0.848659,0.914314,0.007845,297.457507,0.007561,279.156445,0.009209,388.662781,0.051464,0.000179,0.943266,1.266081,0.06829,0.861539,0.923836,0.006691,291.139375,0.006451,275.349622,0.007802,364.904681,0.074867,0.000273,0.945335,1.262482,0.065442,0.866401,0.925636,0.006699,293.871532,0.00647,278.449526,0.007792,367.629839,0.05604,0.000202,0.946335,1.248786,0.068937,0.868427,0.928051,0.006408,292.008891,0.006187,277.017215,0.00742,361.400204,0.066849,0.000242
9,10,11,0.887208,1.639791,0.054645,0.745529,0.846848,0.00587,301.708937,0.0052,269.909382,0.009915,476.513582,0.026113,9.6e-05,0.860941,1.894978,0.054885,0.696938,0.808084,0.005714,302.969012,0.004888,262.694444,0.011528,552.608003,0.022849,8.6e-05,0.931974,1.330057,0.062023,0.836668,0.908601,0.007738,297.450595,0.007399,277.542732,0.009331,393.919878,0.047373,0.000166,0.93383,1.335172,0.064839,0.841012,0.909266,0.00699,295.699413,0.006693,276.700369,0.008455,391.669749,0.02837,0.000102,0.946069,1.253497,0.062941,0.867911,0.927273,0.007185,295.632174,0.006948,280.405984,0.008281,366.969327,0.040106,0.000145,0.93675,1.318364,0.062541,0.84743,0.913153,0.007586,296.623644,0.007295,278.346968,0.009015,388.465539,0.039581,0.000141,0.947051,1.247725,0.062586,0.870115,0.928664,0.007147,295.26264,0.006913,280.375685,0.008224,364.744891,0.054019,0.000194,0.944615,1.272094,0.063326,0.864898,0.923989,0.007144,294.850392,0.006896,279.266325,0.008338,371.200301,0.040169,0.000145,0.95108,1.225754,0.062096,0.879277,0.934166,0.007087,295.625092,0.006876,281.87294,0.008045,358.948232,0.061479,0.000219
