,Num,Dnum,ROIGEnergy,ROIGContrast,ROIGEntropy,ROIGHomogeneity1,ROIGHomogeneity2,ROIGCorrelation,ROIGSumAverage,ROIGVariance,ROIGDissimilarity,ROIGAutoCorrelation,ROIGCorrelation1,LLLGEnergy,LLLGContrast,LLLGEntropy,LLLGHomogeneity1,LLLGHomogeneity2,LLLGCorrelation,LLLGSumAverage,LLLGVariance,LLLGDissimilarity,LLLGAutoCorrelation,LLLGCorrelation1,LLHGEnergy,LLHGContrast,LLHGEntropy,LLHGHomogeneity1,LLHGHomogeneity2,LLHGCorrelation,LLHGSumAverage,LLHGVariance,LLHGDissimilarity,LLHGAutoCorrelation,LLHGCorrelation1,LHLGEnergy,LHLGContrast,LHLGEntropy,LHLGHomogeneity1,LHLGHomogeneity2,LHLGCorrelation,LHLGSumAverage,LHLGVariance,LHLGDissimilarity,LHLGAutoCorrelation,LHLGCorrelation1,LHHGEnergy,LHHGContrast,LHHGEntropy,LHHGHomogeneity1,LHHGHomogeneity2,LHHGCorrelation,LHHGSumAverage,LHHGVariance,LHHGDissimilarity,LHHGAutoCorrelation,LHHGCorrelation1,HLLGEnergy,HLLGContrast,HLLGEntropy,HLLGHomogeneity1,HLLGHomogeneity2,HLLGCorrelation,HLLGSumAverage,HLLGVariance,HLLGDissimilarity,HLLGAutoCorrelation,HLLGCorrelation1,HLHGEnergy,HLHGContrast,HLHGEntropy,HLHGHomogeneity1,HLHGHomogeneity2,HLHGCorrelation,HLHGSumAverage,HLHGVariance,HLHGDissimilarity,HLHGAutoCorrelation,HLHGCorrelation1,HHLGEnergy,HHLGContrast,HHLGEntropy,HHLGHomogeneity1,HHLGHomogeneity2,HHLGCorrelation,HHLGSumAverage,HHLGVariance,HHLGDissimilarity,HHLGAutoCorrelation,HHLGCorrelation1,HHHGEnergy,HHHGContrast,HHHGEntropy,HHHGHomogeneity1,HHHGHomogeneity2,HHHGCorrelation,HHHGSumAverage,HHHGVariance,HHHGDissimilarity,HHHGAutoCorrelation,HHHGCorrelation1
10,11,12,0.030426,3.315211,5.775685,0.576949,0.534222,0.650083,0.034157,0.018502,1.273736,79.541343,15409.104047,0.032067,2.836892,5.687679,0.595475,0.556782,0.703723,0.034137,0.018701,1.172473,79.738534,15640.923145,0.031713,4.077495,5.838504,0.557738,0.510305,0.539648,0.033308,0.017297,1.40828,75.095321,12681.922939,0.024066,9.255909,6.139683,0.452972,0.381286,-0.037492,0.033244,0.017424,2.220593,72.260655,12969.403366,0.023593,9.27849,6.16405,0.44371,0.370106,-0.034787,0.033202,0.017513,2.252918,72.089888,12865.235883,0.026058,9.013935,6.053663,0.457166,0.386116,-0.058433,0.033247,0.016635,2.186267,72.192935,12115.954548,0.02293,10.004585,6.225676,0.438209,0.363818,-0.058082,0.033119,0.018467,2.330016,71.609956,13384.889472,0.02306,9.366341,6.21058,0.45715,0.387119,0.01479,0.033202,0.018569,2.208005,72.317595,14043.947731,0.021982,9.352958,6.239702,0.444191,0.371008,0.007886,0.033299,0.018413,2.252781,72.703933,14133.028819
11,12,14,0.022591,3.405336,6.035721,0.56382,0.519253,0.706761,0.033314,0.022673,1.312105,76.835374,21114.149014,0.023983,3.16205,5.953085,0.574936,0.532635,0.718913,0.03359,0.021977,1.256221,77.988971,20438.744587,0.02251,3.313575,6.066977,0.562105,0.515868,0.726285,0.033566,0.023636,1.313942,78.23245,22078.262562,0.017122,11.035401,6.470442,0.422112,0.343906,-0.023417,0.033039,0.021057,2.49344,71.410492,16973.583872,0.016622,10.715408,6.464517,0.411017,0.329091,-0.012329,0.033452,0.020673,2.506696,73.271524,17357.535715,0.015413,11.41606,6.5328,0.408067,0.325796,-0.025618,0.033064,0.021736,2.596357,71.502544,18423.829044,0.014618,12.352345,6.593144,0.392776,0.308158,-0.072001,0.033236,0.022498,2.721603,71.978508,19458.185014,0.014558,12.282423,6.651987,0.408773,0.327828,0.000778,0.033479,0.024008,2.642021,73.461576,21079.908437,0.014673,12.018901,6.642028,0.402334,0.319242,0.002258,0.033019,0.023529,2.639975,71.466315,19852.159988
12,13,15,0.031166,3.942325,5.856308,0.567325,0.522021,0.653604,0.036734,0.022225,1.369303,92.149585,17451.231314,0.026755,3.977592,6.036089,0.565866,0.520072,0.708707,0.039864,0.026666,1.379244,108.981596,25499.861124,0.020509,5.530799,6.269207,0.497929,0.435961,0.492183,0.033079,0.021268,1.733499,74.390793,17062.68273,0.020905,9.78214,6.342951,0.449304,0.377418,0.044023,0.033146,0.019986,2.277855,72.22546,14789.088565,0.021444,10.659976,6.305655,0.429115,0.352717,-0.07003,0.033365,0.019457,2.418007,72.609478,14119.938725,0.020566,10.771496,6.365671,0.439178,0.365492,-0.025589,0.033087,0.020515,2.387894,71.613061,15111.441496,0.018602,11.255514,6.443499,0.41535,0.335767,-0.052612,0.033256,0.020883,2.526654,72.199341,15856.300687,0.017853,11.515359,6.513844,0.421384,0.343633,-0.013309,0.033301,0.022196,2.516139,72.600347,17155.094783,0.017115,11.324569,6.525884,0.414765,0.335083,-0.003672,0.033096,0.022036,2.529961,71.761792,17200.163159
13,14,16,0.028899,2.893837,5.872671,0.577976,0.536079,0.753679,0.035422,0.022955,1.221727,86.659297,18655.142471,0.031515,2.349219,5.734888,0.603249,0.566788,0.79526,0.035001,0.02241,1.094736,84.847757,18151.184237,0.02008,4.919085,6.234497,0.50911,0.449538,0.54785,0.033184,0.021254,1.63803,75.148429,18286.719687,0.021521,9.406786,6.219636,0.443151,0.368576,-0.019672,0.033252,0.018017,2.270948,72.371124,13926.844031,0.018013,10.922098,6.411847,0.416435,0.336653,-0.059679,0.033224,0.020132,2.496344,72.033512,15969.191639,0.01804,11.342204,6.445164,0.421991,0.343737,-0.063406,0.033255,0.020832,2.529131,72.138834,16719.066851,0.019045,11.103829,6.395068,0.415506,0.335908,-0.075699,0.033505,0.020161,2.515468,73.17898,15715.154095,0.017639,10.562134,6.429127,0.427145,0.349235,4.6e-05,0.033063,0.020633,2.430415,71.642722,16936.35007,0.017072,11.112103,6.519226,0.415473,0.335789,0.00585,0.033083,0.021831,2.513306,71.76009,17395.865016
14,15,17,0.040674,3.454373,5.647373,0.596606,0.558812,0.722804,0.041831,0.024335,1.235481,119.178469,20105.044231,0.039128,3.163327,5.718366,0.613854,0.57771,0.777184,0.043099,0.027731,1.168807,127.252818,26304.158056,0.027479,3.883438,5.904451,0.551644,0.503233,0.581217,0.032861,0.018116,1.399833,73.466534,14218.468524,0.023974,8.366705,6.090935,0.4562,0.384285,0.016779,0.033197,0.016623,2.133844,72.296364,12560.647337,0.023513,8.593539,6.118816,0.444987,0.371052,0.004419,0.033225,0.016859,2.18667,72.366444,12611.8816,0.025743,9.175573,6.065014,0.455422,0.384246,-0.051382,0.033157,0.017044,2.193576,71.823146,12068.548323,0.021556,9.401456,6.206824,0.431827,0.354593,-0.037422,0.033159,0.017699,2.312305,71.889811,13586.484837,0.028328,8.116574,5.9579,0.474473,0.408023,0.006593,0.033265,0.01596,2.031924,72.547866,11696.933978,0.022658,8.85387,6.16471,0.443925,0.369779,0.001182,0.033175,0.017311,2.211999,72.133361,13326.75102
15,16,18,0.019433,4.003021,6.168155,0.538271,0.48552,0.665692,0.033397,0.023388,1.461062,77.082015,22447.304139,0.020714,3.277948,6.059052,0.56053,0.513263,0.726594,0.033451,0.023418,1.317004,77.688028,23062.186016,0.020946,5.127631,6.220526,0.507796,0.448376,0.520503,0.03338,0.020885,1.660115,75.80304,17462.718999,0.017106,10.987083,6.492647,0.424524,0.346513,-0.006233,0.033056,0.021327,2.482398,71.576392,17079.462371,0.018618,10.290149,6.396573,0.422953,0.344389,-0.008503,0.033303,0.019928,2.421355,72.639711,15677.268945,0.020177,10.359638,6.355952,0.440398,0.366219,-0.012417,0.033129,0.019984,2.357245,71.863581,15061.590671,0.020746,10.337234,6.314863,0.431426,0.355293,-0.046913,0.033269,0.019285,2.386116,72.304108,14578.23343,0.01745,11.006528,6.494599,0.428826,0.352057,0.012955,0.033205,0.021778,2.455609,72.331666,17623.704838,0.018594,10.488678,6.419973,0.423929,0.345909,-0.000195,0.033214,0.020483,2.426333,72.297307,16043.498569
16,17,19,0.019037,3.707104,6.142327,0.547186,0.497344,0.707599,0.033645,0.024766,1.398924,78.673322,25133.915145,0.020084,3.211226,6.079317,0.561488,0.515191,0.747548,0.034245,0.024844,1.302977,81.611842,26000.319184,0.017829,4.633555,6.304669,0.511762,0.452815,0.613116,0.033011,0.02339,1.600878,75.087988,21804.005261,0.018596,11.319469,6.438732,0.423912,0.3463,-0.062862,0.03321,0.0208,2.511608,71.946155,16152.720656,0.018836,11.166894,6.413716,0.417717,0.338705,-0.07211,0.033202,0.020342,2.515802,71.870212,15609.165205,0.018342,10.948326,6.430889,0.42434,0.34634,-0.037534,0.033225,0.02061,2.477883,72.145869,16266.739149,0.017394,11.332989,6.482107,0.410786,0.330002,-0.047695,0.033233,0.021125,2.553241,72.122809,16755.629525,0.017145,11.062987,6.496205,0.426496,0.349492,0.005731,0.033139,0.021732,2.471356,72.004353,17822.598246,0.018973,10.597207,6.423126,0.425179,0.347732,-0.001421,0.033108,0.020666,2.42999,71.826689,15835.754122
17,18,20,0.023369,3.514654,6.009434,0.55928,0.512941,0.687429,0.034459,0.021975,1.338339,81.685341,20390.282226,0.024115,2.855602,5.941861,0.582718,0.542687,0.771234,0.036283,0.0244,1.197229,91.092532,25674.467795,0.021538,3.972551,6.128587,0.531998,0.47878,0.648331,0.033887,0.022075,1.467284,78.922948,19544.754256,0.025816,8.419344,6.073834,0.464892,0.395406,0.019836,0.032971,0.01678,2.110987,71.331494,12058.893143,0.021842,9.744964,6.239608,0.4341,0.358599,-0.040846,0.033135,0.018285,2.329928,71.762011,13531.879409,0.017424,11.490537,6.459214,0.422974,0.345347,-0.059886,0.033069,0.021181,2.522606,71.346532,17003.850773,0.020167,10.017028,6.314,0.429058,0.351911,-0.020908,0.033361,0.019168,2.368911,72.838194,14778.849568,0.018719,10.357327,6.38936,0.432147,0.356036,-0.009411,0.033569,0.020042,2.396588,73.802879,16621.932688,0.021378,9.614689,6.28029,0.438728,0.364388,0.004543,0.03318,0.018867,2.299242,72.171495,14273.957327
18,19,21,0.021915,3.930871,6.121342,0.543001,0.492116,0.700965,0.038781,0.025673,1.433722,103.171876,27112.427313,0.022945,3.379402,6.046364,0.562045,0.515889,0.75695,0.040602,0.02716,1.318744,113.302056,30822.297125,0.020085,4.95481,6.251422,0.503997,0.443033,0.550604,0.033062,0.021528,1.660188,74.668973,17971.145159,0.02028,10.042085,6.323386,0.437369,0.361897,-0.010641,0.033105,0.019407,2.345719,71.769538,14621.047132,0.019225,10.518355,6.36589,0.420999,0.342242,-0.048895,0.033019,0.019585,2.447028,71.204007,14884.533018,0.017594,11.925636,6.493013,0.418647,0.339843,-0.07234,0.033199,0.021718,2.577192,71.830958,17064.153634,0.01861,10.773011,6.374489,0.413769,0.332958,-0.07398,0.033124,0.019594,2.495988,71.533981,15425.50828,0.018256,10.266069,6.38688,0.432918,0.356025,0.007599,0.033375,0.020207,2.382228,73.04001,16862.800109,0.01838,10.405194,6.419492,0.423251,0.345121,0.003732,0.032987,0.020401,2.423664,71.33301,16007.428741
19,20,22,0.029577,3.621039,5.876128,0.569386,0.525396,0.714181,0.038624,0.024746,1.322856,102.294193,20799.352496,0.037166,2.408238,5.506158,0.614518,0.580511,0.774053,0.035605,0.020819,1.073868,87.207538,15622.987654,0.023451,5.113102,6.15739,0.511881,0.453555,0.508212,0.032935,0.020307,1.641702,73.730059,15296.66511,0.019996,9.547816,6.291263,0.435549,0.359402,-0.000135,0.033165,0.018646,2.31569,72.082509,14715.407425,0.022958,9.293329,6.150307,0.436221,0.360498,-0.060276,0.033165,0.017119,2.283276,71.822034,12878.607106,0.021347,10.138884,6.266337,0.439778,0.365408,-0.05339,0.033156,0.018798,2.342635,71.787818,14348.633754,0.018528,10.990704,6.416797,0.415123,0.335186,-0.055799,0.03331,0.020332,2.505272,72.42525,15857.517745,0.017738,10.673289,6.442172,0.423652,0.345561,-0.007338,0.033204,0.020694,2.450048,72.212757,16903.223658,0.018739,10.167387,6.38286,0.42293,0.344381,-0.003529,0.033166,0.019789,2.405422,72.069001,15643.246802
20,21,25,0.032323,2.954651,5.695828,0.598831,0.561094,0.699525,0.035211,0.019203,1.173117,84.690667,16404.147029,0.03558,2.376706,5.55077,0.6268,0.59503,0.755365,0.034598,0.01898,1.038579,82.120636,15925.876016,0.027132,4.408321,6.010813,0.534295,0.481712,0.554881,0.033076,0.019342,1.504056,74.444233,14165.371333,0.024356,8.633541,6.118602,0.456536,0.385307,0.016988,0.033281,0.017154,2.151821,72.664869,12736.98553,0.022494,9.840206,6.219593,0.433556,0.357839,-0.059114,0.033165,0.018147,2.337206,71.809335,13246.925024,0.021103,10.017513,6.259867,0.43828,0.363173,-0.055734,0.033339,0.018533,2.344882,72.576683,14547.835703,0.01947,10.53302,6.349026,0.419308,0.339861,-0.059769,0.033164,0.019412,2.453159,71.782473,14952.140934,0.020246,9.971952,6.324147,0.439366,0.364646,-0.00123,0.033187,0.019452,2.328618,72.175494,15214.928047,0.02006,9.780735,6.315296,0.430025,0.353188,-0.00512,0.033258,0.019005,2.344321,72.463451,14879.460085
21,22,26,0.025243,3.501258,5.993298,0.564816,0.520071,0.67992,0.033805,0.021367,1.321453,78.613848,18306.176547,0.027208,2.863721,5.880799,0.590165,0.55081,0.741489,0.033865,0.021641,1.186895,79.266064,18760.674628,0.021909,5.513215,6.200084,0.503762,0.443306,0.460033,0.033235,0.019943,1.711503,74.736218,15947.753132,0.017655,11.053384,6.457224,0.419203,0.340115,-0.032427,0.033256,0.020913,2.502999,72.308448,16630.320632,0.017151,11.522525,6.48836,0.407876,0.32647,-0.062386,0.033264,0.021184,2.583413,72.175688,16897.460245,0.017252,11.522406,6.472494,0.415056,0.335171,-0.066532,0.033217,0.0211,2.562297,71.950885,17121.414576,0.019127,11.00455,6.4035,0.418005,0.338698,-0.055242,0.033138,0.020368,2.493785,71.677969,15273.188485,0.017924,10.958976,6.464791,0.424214,0.346336,-0.01028,0.033158,0.021185,2.472796,71.998354,16818.004285,0.017077,11.029639,6.497462,0.412024,0.331355,-0.011337,0.033093,0.0213,2.522217,71.710976,16969.215813
22,23,27,0.033606,2.058098,5.506163,0.635137,0.605567,0.798297,0.035438,0.01993,0.980289,86.376594,18596.349295,0.02879,2.039663,5.731897,0.634953,0.60546,0.850094,0.04025,0.026573,0.977659,111.95325,32311.564486,0.02724,1.682731,5.679676,0.637541,0.609443,0.86347,0.032913,0.024076,0.924965,76.314576,23340.260847,0.022259,6.931356,6.223913,0.49074,0.426263,0.294869,0.033146,0.019199,1.893484,73.449855,14792.077229,0.021418,8.115969,6.282454,0.469871,0.401843,0.176019,0.033146,0.019237,2.06617,72.870006,14692.899759,0.021286,8.220925,6.300874,0.479114,0.412474,0.188326,0.03299,0.019781,2.046944,72.278981,15121.71993,0.02115,8.375694,6.292795,0.466857,0.398305,0.154749,0.033246,0.019354,2.094388,73.203347,14953.947455,0.020048,9.6642,6.314518,0.444852,0.370046,0.015425,0.033219,0.019171,2.297189,72.394132,15017.144148,0.02085,9.553785,6.274446,0.444075,0.369784,-0.001802,0.033143,0.018626,2.284779,71.980664,14340.24672
