,Num,Dnum,ROIGEnergy,ROIGContrast,ROIGEntropy,ROIGHomogeneity1,ROIGHomogeneity2,ROIGCorrelation,ROIGSumAverage,ROIGVariance,ROIGDissimilarity,ROIGAutoCorrelation,ROIGCorrelation1,LLLGEnergy,LLLGContrast,LLLGEntropy,LLLGHomogeneity1,LLLGHomogeneity2,LLLGCorrelation,LLLGSumAverage,LLLGVariance,LLLGDissimilarity,LLLGAutoCorrelation,LLLGCorrelation1,LLHGEnergy,LLHGContrast,LLHGEntropy,LLHGHomogeneity1,LLHGHomogeneity2,LLHGCorrelation,LLHGSumAverage,LLHGVariance,LLHGDissimilarity,LLHGAutoCorrelation,LLHGCorrelation1,LHLGEnergy,LHLGContrast,LHLGEntropy,LHLGHomogeneity1,LHLGHomogeneity2,LHLGCorrelation,LHLGSumAverage,LHLGVariance,LHLGDissimilarity,LHLGAutoCorrelation,LHLGCorrelation1,LHHGEnergy,LHHGContrast,LHHGEntropy,LHHGHomogeneity1,LHHGHomogeneity2,LHHGCorrelation,LHHGSumAverage,LHHGVariance,LHHGDissimilarity,LHHGAutoCorrelation,LHHGCorrelation1,HLLGEnergy,HLLGContrast,HLLGEntropy,HLLGHomogeneity1,HLLGHomogeneity2,HLLGCorrelation,HLLGSumAverage,HLLGVariance,HLLGDissimilarity,HLLGAutoCorrelation,HLLGCorrelation1,HLHGEnergy,HLHGContrast,HLHGEntropy,HLHGHomogeneity1,HLHGHomogeneity2,HLHGCorrelation,HLHGSumAverage,HLHGVariance,HLHGDissimilarity,HLHGAutoCorrelation,HLHGCorrelation1,HHLGEnergy,HHLGContrast,HHLGEntropy,HHLGHomogeneity1,HHLGHomogeneity2,HHLGCorrelation,HHLGSumAverage,HHLGVariance,HHLGDissimilarity,HHLGAutoCorrelation,HHLGCorrelation1,HHHGEnergy,HHHGContrast,HHHGEntropy,HHHGHomogeneity1,HHHGHomogeneity2,HHHGCorrelation,HHHGSumAverage,HHHGVariance,HHHGDissimilarity,HHHGAutoCorrelation,HHHGCorrelation1
10,11,12,0.000465,225.015935,11.82611,0.188967,0.109118,0.662694,0.004063,0.020308,10.752992,4652.628329,65596825.803573,0.000498,191.139693,11.725671,0.200291,0.118897,0.716597,0.004062,0.020543,9.891594,4670.233006,66610841.563864,0.000478,280.451726,11.901369,0.17835,0.100713,0.550823,0.003951,0.019,11.927743,4360.46487,53424986.862968,0.000352,653.60457,12.226863,0.129358,0.065142,-0.038829,0.003942,0.019211,18.833026,4160.316315,54428579.453758,0.000344,653.144875,12.254871,0.124179,0.060711,-0.035935,0.003936,0.019245,19.080926,4148.212292,53901297.862287,0.000382,632.245206,12.130418,0.132136,0.067519,-0.059912,0.003944,0.018223,18.496019,4157.15417,50689433.260422,0.000337,705.528994,12.313546,0.121888,0.059058,-0.060597,0.003927,0.020315,19.730768,4119.394479,55937337.965736,0.000339,657.835065,12.291428,0.13229,0.067403,0.016516,0.003937,0.020379,18.671436,4165.966648,58963659.802778,0.000319,660.077957,12.333672,0.12355,0.059801,0.010581,0.00395,0.02031,19.103242,4190.470489,59904718.57732
11,12,14,0.000353,231.432902,12.009329,0.178004,0.098153,0.717923,0.003949,0.02494,11.067514,4480.030113,89896581.57075,0.00037,215.884562,11.943465,0.183556,0.102862,0.729468,0.003988,0.024229,10.652233,4558.445234,88074500.215593,0.000349,225.784832,12.06112,0.176138,0.097087,0.736147,0.003985,0.026051,11.150588,4576.729511,94446659.939221,0.000261,773.711115,12.445207,0.117397,0.057115,-0.025978,0.003912,0.023038,21.044092,4099.404076,70594416.696178,0.000248,766.750199,12.479653,0.108349,0.049411,-0.013492,0.003967,0.023112,21.392152,4220.437486,73687412.802831,0.000235,807.016871,12.52462,0.110622,0.052588,-0.025653,0.003918,0.024009,21.999557,4111.247707,77848420.33765,0.000221,872.016365,12.594943,0.102499,0.045926,-0.073379,0.003942,0.02481,23.045631,4142.187727,82382199.992094,0.00022,873.986325,12.651571,0.111728,0.053556,0.006717,0.003972,0.026659,22.43914,4234.35444,90624200.604265,0.000224,847.609142,12.634671,0.106571,0.048708,0.00968,0.003911,0.025931,22.323491,4106.648087,83330280.913128
12,13,15,0.000492,272.471734,11.845784,0.184995,0.106867,0.663025,0.004407,0.024616,11.625646,5481.148472,74151011.908188,0.000421,274.251694,12.024059,0.1845,0.106588,0.716976,0.004819,0.02953,11.683213,6580.325923,111644907.318811,0.00031,385.850033,12.295794,0.146564,0.07536,0.501932,0.003922,0.023547,14.680199,4321.583256,72374638.643995,0.000313,689.144502,12.361148,0.127368,0.063365,0.043367,0.00393,0.021997,19.300915,4162.216975,62003455.222717,0.000322,751.31222,12.326232,0.118693,0.05716,-0.071617,0.003958,0.021397,20.451108,4180.345868,58721702.090611,0.000306,758.763032,12.386981,0.123222,0.06057,-0.027051,0.003923,0.022605,20.210854,4122.043706,63778121.417374,0.000277,795.432888,12.471404,0.112199,0.052639,-0.05314,0.003944,0.023041,21.408068,4155.166664,66593623.568421,0.000266,809.366601,12.529769,0.115513,0.054978,-0.009031,0.003951,0.024381,21.246529,4185.280251,72229714.138341,0.000254,801.457481,12.558,0.112136,0.052659,-0.000499,0.00392,0.024359,21.43462,4122.618443,72734976.556828
13,14,16,0.000448,195.772357,11.869539,0.186717,0.10597,0.766387,0.004228,0.025454,10.32669,5117.869584,80417905.375919,0.000497,155.537686,11.715116,0.200636,0.117545,0.80727,0.004175,0.024608,9.241968,5005.42416,76946522.366224,0.000301,340.281123,12.257055,0.150275,0.077418,0.557743,0.003937,0.023454,13.863586,4374.893425,79135730.191847,0.000324,661.355638,12.226276,0.125453,0.062489,-0.019122,0.003946,0.019796,19.191674,4172.62111,57998410.719267,0.00027,771.993954,12.428681,0.11273,0.052902,-0.061298,0.003938,0.022213,21.146108,4140.293857,66827890.552133,0.00027,799.289916,12.463475,0.117617,0.057776,-0.064789,0.003946,0.022937,21.390592,4155.874973,70786948.451046,0.000289,783.587588,12.40492,0.112098,0.052282,-0.079252,0.003977,0.022181,21.263909,4216.679229,65202043.675054,0.000267,744.374005,12.438758,0.11898,0.05826,0.006744,0.003919,0.02272,20.552431,4123.037759,70596965.877874,0.000255,781.916861,12.537056,0.11184,0.052101,0.00944,0.003924,0.023991,21.250121,4135.375471,73507575.481713
14,15,17,0.000672,234.840327,11.603785,0.203178,0.121987,0.734078,0.005076,0.02682,10.403425,7238.363197,85202181.661165,0.000634,214.885116,11.678641,0.213425,0.131945,0.787866,0.005246,0.030785,9.917268,7784.830961,116294600.182572,0.00042,264.525458,11.914223,0.173168,0.095336,0.593574,0.003892,0.01981,11.803937,4258.443226,59455619.378822,0.000354,589.376074,12.123053,0.129933,0.065162,0.019695,0.003937,0.018312,18.096793,4165.900622,52562342.684415,0.000352,599.999426,12.137443,0.123864,0.059736,0.006351,0.00394,0.018407,18.433085,4168.94909,51885185.147705,0.000385,646.348788,12.084854,0.131193,0.06659,-0.055743,0.00393,0.018711,18.571792,4129.290862,50079652.478021,0.000323,658.6574,12.234459,0.118508,0.056215,-0.035847,0.003934,0.019375,19.505844,4142.234833,56246853.405391,0.000431,571.359676,11.979694,0.138207,0.070742,0.013942,0.003946,0.017557,17.192733,4181.36585,47766563.876579,0.000335,621.498229,12.199252,0.12316,0.059331,0.005425,0.003932,0.018987,18.704735,4150.878709,55521719.034727
15,16,18,0.000286,274.804678,12.250387,0.165596,0.089735,0.675067,0.003964,0.025776,12.374804,4502.325089,98558378.69944,0.000308,222.096501,12.129894,0.177358,0.098706,0.737767,0.00397,0.025823,11.125793,4542.209034,101440768.417692,0.000307,354.44833,12.30669,0.151068,0.078575,0.529951,0.003962,0.022977,14.026495,4412.40638,74965101.500525,0.000249,773.377418,12.589779,0.118593,0.058359,-0.006482,0.00392,0.023462,20.979841,4122.106322,72728495.944269,0.000269,724.175492,12.495447,0.114702,0.053844,-0.009318,0.003952,0.021904,20.490986,4188.684433,66596110.487094,0.000294,730.415923,12.453017,0.124545,0.062005,-0.012461,0.003927,0.022025,19.958418,4136.15824,63786368.191648,0.000302,726.763649,12.410552,0.11915,0.057307,-0.048321,0.003944,0.021174,20.181465,4159.850668,61375547.737808,0.000253,777.866169,12.594506,0.119615,0.058684,0.013933,0.003936,0.024045,20.807547,4163.600824,75208887.90929,0.000268,740.910074,12.526481,0.114995,0.054023,0.00084,0.003939,0.022603,20.562707,4163.860441,68506011.19036
16,17,19,0.000285,253.499076,12.201045,0.170388,0.09306,0.718034,0.003997,0.027374,11.824893,4611.135369,110742737.762096,0.0003,218.602789,12.13841,0.177021,0.097968,0.757744,0.004075,0.027533,11.025481,4799.501577,115687031.778878,0.000261,322.78934,12.383312,0.151421,0.078559,0.620756,0.003912,0.025905,13.613025,4370.107435,95472911.931748,0.000272,798.822306,12.516859,0.118467,0.058325,-0.064252,0.003935,0.022918,21.255835,4133.594584,68643623.270593,0.000276,788.153391,12.492758,0.113128,0.053172,-0.074852,0.003937,0.022402,21.309496,4133.733919,65899531.929676,0.00027,772.185501,12.501785,0.118029,0.057561,-0.037835,0.00394,0.022712,20.957358,4154.075298,68810396.238427,0.000253,800.4842,12.564843,0.110134,0.051029,-0.048399,0.003942,0.023309,21.618847,4153.267679,71352269.263539,0.000251,778.572192,12.571023,0.118339,0.057522,0.007846,0.003928,0.023887,20.900592,4143.406648,75963984.495578,0.000278,745.789867,12.498373,0.116057,0.054806,0.001145,0.003925,0.022727,20.545565,4134.579157,66831345.895789
17,18,20,0.000363,239.725388,11.986137,0.174919,0.096084,0.699326,0.0041,0.024286,11.340148,4789.972904,87014578.147291,0.000378,193.163796,11.907223,0.187415,0.105658,0.781515,0.004343,0.026909,10.143269,5407.979954,111859272.696887,0.000333,273.15555,12.094176,0.16078,0.084776,0.657176,0.004025,0.024261,12.419731,4609.3384,82394607.924429,0.000391,595.645857,12.049238,0.134773,0.069043,0.017348,0.003905,0.018506,17.931836,4099.244493,50084311.538273,0.000332,686.227247,12.205659,0.118967,0.056492,-0.041932,0.00393,0.020119,19.722843,4132.47155,55899188.158659,0.000269,808.660137,12.419291,0.116271,0.055864,-0.061669,0.003918,0.023313,21.321623,4098.033563,70280501.26743,0.000309,704.457383,12.2844,0.117904,0.05608,-0.021916,0.003956,0.021033,20.029135,4194.067716,60736130.279494,0.000288,729.194281,12.361204,0.119811,0.058098,-0.000568,0.003986,0.022047,20.285875,4261.961841,69101729.20862,0.000327,679.136723,12.253591,0.121091,0.057957,0.011194,0.003935,0.020838,19.484842,4157.540198,58828369.592708
18,19,21,0.000333,270.860297,12.139108,0.168274,0.091885,0.709467,0.004672,0.028399,12.177738,6188.409912,119542179.006789,0.000351,231.103174,12.063569,0.177922,0.099151,0.765884,0.004915,0.030033,11.183453,6861.870433,137754950.43393,0.000299,344.81267,12.290624,0.147543,0.075547,0.557393,0.003916,0.023776,14.102871,4332.663516,76782652.88401,0.000305,704.273735,12.341958,0.12281,0.060468,-0.012155,0.003925,0.021283,19.80673,4132.153854,60730466.411827,0.000286,740.087942,12.402425,0.113972,0.053198,-0.049886,0.003912,0.02151,20.689075,4089.869486,62297539.673888,0.000262,843.539927,12.520023,0.115194,0.055747,-0.078015,0.003935,0.023951,21.86899,4128.125136,72290542.551537,0.000275,762.937608,12.415118,0.110577,0.051064,-0.075225,0.003927,0.021661,21.193697,4113.776124,64904951.38757,0.000271,726.763146,12.428883,0.119838,0.058295,0.012974,0.003958,0.022341,20.223866,4208.043091,71316430.666168,0.000275,732.029973,12.44869,0.115433,0.054348,0.007851,0.003907,0.022431,20.479306,4098.086412,66984137.831052
19,20,22,0.000444,248.674185,11.949361,0.182806,0.103658,0.723552,0.004654,0.027419,11.232328,6139.428106,91282459.179315,0.000575,160.245046,11.54734,0.20904,0.125386,0.787099,0.004254,0.022969,9.069271,5154.273574,66997618.937669,0.000345,353.968025,12.245647,0.152213,0.079072,0.516952,0.003901,0.022322,13.887986,4272.756982,64832988.754527,0.000289,673.065121,12.39786,0.121263,0.059032,-0.000178,0.003932,0.020542,19.613719,4151.033572,62400035.864688,0.000332,652.99464,12.253178,0.119622,0.056898,-0.06198,0.003932,0.018774,19.328511,4131.716711,54164137.649365,0.000309,714.247121,12.370003,0.124007,0.061509,-0.054189,0.00393,0.020688,19.841411,4128.201629,60698367.336252,0.000268,775.431897,12.523121,0.111565,0.051692,-0.056765,0.003948,0.022392,21.201426,4163.204638,67171939.167412,0.000256,753.311833,12.551377,0.116466,0.055861,-0.007061,0.003937,0.022814,20.737923,4157.914484,72252002.925535,0.000271,716.233743,12.490966,0.114256,0.053226,-0.003283,0.003931,0.021777,20.353533,4147.469711,66453531.212283
