,Num,Dnum,ROILDE,ROIHDE,ROILGLE,ROIHGLE,ROILDLGLE,ROILDHGLE,ROIHDLGLE,ROIHDHGLE,ROIdepGLN,ROIdepGLNN,ROIDN,ROIDNN,ROIdepGLV,ROIDV,ROIDEntropy,ROIDEnergy,LLLLDE,LLLHDE,LLLLGLE,LLLHGLE,LLLLDLGLE,LLLLDHGLE,LLLHDLGLE,LLLHDHGLE,LLLdepGLN,LLLdepGLNN,LLLDN,LLLDNN,LLLdepGLV,LLLDV,LLLDEntropy,LLLDEnergy,LLHLDE,LLHHDE,LLHLGLE,LLHHGLE,LLHLDLGLE,LLHLDHGLE,LLHHDLGLE,LLHHDHGLE,LLHdepGLN,LLHdepGLNN,LLHDN,LLHDNN,LLHdepGLV,LLHDV,LLHDEntropy,LLHDEnergy,LHLLDE,LHLHDE,LHLLGLE,LHLHGLE,LHLLDLGLE,LHLLDHGLE,LHLHDLGLE,LHLHDHGLE,LHLdepGLN,LHLdepGLNN,LHLDN,LHLDNN,LHLdepGLV,LHLDV,LHLDEntropy,LHLDEnergy,LHHLDE,LHHHDE,LHHLGLE,LHHHGLE,LHHLDLGLE,LHHLDHGLE,LHHHDLGLE,LHHHDHGLE,LHHdepGLN,LHHdepGLNN,LHHDN,LHHDNN,LHHdepGLV,LHHDV,LHHDEntropy,LHHDEnergy,HLLLDE,HLLHDE,HLLLGLE,HLLHGLE,HLLLDLGLE,HLLLDHGLE,HLLHDLGLE,HLLHDHGLE,HLLdepGLN,HLLdepGLNN,HLLDN,HLLDNN,HLLdepGLV,HLLDV,HLLDEntropy,HLLDEnergy,HLHLDE,HLHHDE,HLHLGLE,HLHHGLE,HLHLDLGLE,HLHLDHGLE,HLHHDLGLE,HLHHDHGLE,HLHdepGLN,HLHdepGLNN,HLHDN,HLHDNN,HLHdepGLV,HLHDV,HLHDEntropy,HLHDEnergy,HHLLDE,HHLHDE,HHLLGLE,HHLHGLE,HHLLDLGLE,HHLLDHGLE,HHLHDLGLE,HHlHDHGLE,HHLdepGLN,HHLdepGLNN,HHLDN,HHLDNN,HHLdepGLV,HHLDV,HHLDEntropy,HHLDEnergy,HHHLDE,HHHHDE,HHHLGLE,HHHHGLE,HHHLDLGLE,HHHLDHGLE,HHHHDLGLE,HHHHDHGLE,HHHdepGLN,HHHdepGLNN,HHHDN,HHHDNN,HHHdepGLV,HHHDV,HHHDEntropy,HHHDEnergy
0,1,1,0.167646,25.3424,0.007111,331.286,0.002775,44.877132,0.099277,9156.402,138.284,0.055314,321.368,0.128547,28.985186,6.3328,7.381968,0.0075,0.164852,24.818036,0.007363,426.226854,0.003771,50.229644,0.070348,12818.767134,118.124649,0.047345,327.869739,0.131411,36.73804,6.167408,7.436014,0.007026,0.162697,25.537097,0.008077,323.322177,0.001839,50.458703,0.134596,8531.292339,145.298387,0.058588,323.525806,0.130454,26.663224,6.325842,7.347247,0.008016,0.236279,16.627255,0.007651,295.454509,0.002743,70.605432,0.087836,4778.313828,138.369138,0.055459,407.18998,0.163202,26.192059,4.274636,7.088094,0.009154,0.27412,15.229469,0.007232,286.756844,0.002813,82.297831,0.077168,4212.15781,157.400161,0.063366,421.010467,0.169489,23.021336,4.214766,6.873205,0.010701,0.221869,17.562324,0.006204,287.200484,0.00159,73.240318,0.086559,4532.060508,161.185559,0.06502,388.22146,0.156604,23.213362,4.396462,6.931009,0.010257,0.319332,10.79976,0.007116,295.537445,0.003674,99.614671,0.053269,2965.728875,140.722867,0.056357,497.902683,0.1994,25.601888,2.607372,6.709328,0.011428,0.272463,13.339653,0.009374,296.306979,0.003778,82.883574,0.077601,3789.139572,155.225091,0.062616,461.400968,0.186124,23.850606,3.426935,6.7212,0.011502,0.351176,9.949576,0.008129,293.991932,0.005094,106.268804,0.046324,2812.38806,149.818879,0.060435,506.39169,0.204273,23.38346,2.449623,6.556635,0.012529
1,2,3,0.110329,35.252024,0.008484,319.924579,0.001455,30.277875,0.230665,12434.41809,1427.201123,0.055286,2903.704707,0.112481,27.720551,8.09547,7.714032,0.006418,0.075973,47.548238,0.008426,330.554634,0.00118,21.187486,0.263865,17503.114888,1401.197605,0.054312,2544.650607,0.098634,28.357668,10.515312,7.923408,0.0055,0.114443,31.679935,0.005991,297.203671,0.000861,36.365199,0.164495,8875.674979,1450.993108,0.056183,3102.121583,0.120116,25.978763,6.967957,7.632464,0.006602,0.212362,17.648355,0.007004,298.098411,0.002243,66.802151,0.088923,5030.193986,1521.742453,0.059122,4081.568942,0.158575,24.853234,4.33843,7.148131,0.009063,0.259496,15.503201,0.006972,296.287984,0.002861,81.855849,0.072378,4376.727475,1601.882495,0.062534,4224.841974,0.16493,23.1832,4.06932,6.971357,0.010091,0.204273,18.518605,0.007583,296.467539,0.002498,61.683556,0.092576,5316.684882,1557.44364,0.06062,3956.623852,0.154002,24.089079,4.529281,7.147317,0.009072,0.258213,15.59291,0.007048,295.253013,0.003073,81.175839,0.072095,4394.58281,1641.370705,0.064009,4208.912491,0.164135,22.859504,4.077206,6.93466,0.010322,0.249535,14.499183,0.007489,297.177835,0.002698,77.676085,0.073548,4139.051132,1535.952915,0.059769,4473.977508,0.174098,24.474342,3.535451,6.957891,0.010156,0.308575,12.87478,0.007211,295.36691,0.003646,95.503249,0.058166,3636.33125,1619.848885,0.063268,4657.976448,0.181931,22.877765,3.487783,6.762019,0.011408
2,3,4,0.247656,13.754799,0.00747,303.73808,0.002186,77.587923,0.080781,4139.019814,162.517028,0.050315,578.185139,0.179005,30.700825,3.142938,7.074371,0.009231,0.201472,17.502637,0.005966,300.860379,0.001682,63.493967,0.085157,5213.875582,174.02265,0.053994,513.245113,0.159245,26.399423,3.954847,7.121761,0.008967,0.286422,12.180573,0.008153,311.872976,0.003323,88.633356,0.068908,3804.491283,181.92528,0.056639,589.473225,0.183522,26.060898,2.810722,6.886396,0.010556,0.368053,9.723259,0.007445,297.64801,0.004067,115.320159,0.045629,2755.406716,190.560945,0.059254,700.626866,0.217857,25.233806,2.641967,6.582649,0.012702,0.394224,8.909803,0.007407,301.719073,0.004545,125.019182,0.040156,2547.40902,202.881616,0.063539,699.536173,0.219084,22.641801,2.293646,6.409137,0.014109,0.356265,10.362047,0.007525,305.120474,0.003658,111.218675,0.050038,2986.003745,195.210362,0.060927,658.069288,0.20539,24.693882,2.773776,6.605734,0.012563,0.410032,8.151724,0.007138,288.684013,0.004453,124.529096,0.03733,2240.274608,200.413793,0.062826,736.55674,0.230896,22.124651,2.055933,6.326182,0.014931,0.375985,9.206875,0.008575,288.980625,0.005132,113.738574,0.048006,2534.66625,182.47625,0.057024,689.2725,0.215398,25.486569,2.329369,6.645921,0.012103,0.391029,8.574601,0.006962,300.485455,0.004192,123.414363,0.03754,2497.764779,197.913982,0.061906,720.266187,0.225294,23.242644,2.156929,6.397494,0.014171
3,4,5,0.188802,19.38108,0.006096,322.08621,0.001835,57.542229,0.095462,6463.666794,555.056075,0.052933,1560.575052,0.148825,27.789993,4.319041,7.307411,0.008089,0.153922,23.68719,0.006365,305.381815,0.001586,42.935049,0.121183,7492.935379,573.927564,0.054701,1419.048799,0.135251,26.059982,5.109874,7.407282,0.007571,0.242757,14.665551,0.007218,297.035759,0.002849,74.857278,0.075174,4321.261019,602.456353,0.057602,1764.359977,0.168693,24.579055,3.326578,7.027937,0.009687,0.34817,10.051029,0.006962,294.391671,0.003364,105.881624,0.048626,2838.960172,609.666156,0.058369,2170.280038,0.207782,24.107997,2.553027,6.67372,0.011896,0.390567,8.545289,0.006846,295.532541,0.003995,121.48832,0.038534,2423.191508,627.219879,0.060119,2340.744656,0.22436,23.527621,2.124241,6.459726,0.013616,0.341114,10.546891,0.006794,295.595938,0.003192,104.914651,0.049399,3014.904876,618.087077,0.059209,2082.738864,0.199515,24.291901,2.668327,6.69675,0.011834,0.385031,8.484613,0.007216,295.028377,0.004281,119.271262,0.039545,2376.187039,630.348289,0.06043,2355.039689,0.225773,23.146817,2.07276,6.452697,0.013899,0.337534,10.099063,0.007129,294.883821,0.003381,104.783193,0.049593,2860.714955,596.86441,0.057073,2174.166762,0.207895,25.227728,2.502603,6.706815,0.011854,0.382749,8.651016,0.006635,300.441836,0.003794,120.600102,0.038427,2489.238118,616.094097,0.059035,2347.94289,0.224985,24.126079,2.158188,6.475894,0.013439
4,5,6,0.142969,31.38639,0.009426,308.525612,0.003342,35.381199,0.136476,11171.951022,1864.624539,0.062508,3362.896547,0.112735,24.578822,7.634245,7.460134,0.007286,0.117865,38.622676,0.009083,301.74061,0.00246,27.269954,0.175517,13614.61373,1859.074513,0.062287,3045.602473,0.10204,24.295541,9.326753,7.597165,0.006667,0.212873,20.016874,0.006216,290.207167,0.002088,68.054274,0.092964,5496.663939,1931.45987,0.065052,4194.874171,0.141284,21.447525,5.020982,7.145594,0.009098,0.302604,12.808888,0.006212,293.929564,0.002794,94.268236,0.05637,3582.473296,1939.729719,0.065403,5390.218626,0.181746,20.788688,3.377374,6.713006,0.011806,0.350366,10.810796,0.0071,294.691122,0.004139,108.849084,0.047087,3034.95524,1990.70842,0.066996,5868.710709,0.197507,20.980968,2.871199,6.490959,0.013549,0.296542,13.952522,0.006829,292.234434,0.00327,91.102017,0.062067,3905.013844,1999.029031,0.067169,5141.180101,0.172749,20.522507,3.80611,6.733377,0.011615,0.352573,10.91937,0.006681,293.113469,0.003728,109.446979,0.047482,3033.281533,1945.887205,0.065538,5872.421508,0.197785,21.26733,2.964618,6.529132,0.013185,0.300909,12.438038,0.006784,292.601184,0.003156,92.184113,0.056839,3503.987688,1881.161464,0.063279,5465.408302,0.183847,21.787927,3.172518,6.724966,0.011707,0.344179,10.606552,0.006993,294.412451,0.00386,107.07531,0.04706,2976.197733,1911.871115,0.064303,5913.948742,0.198909,21.730523,2.718563,6.536056,0.013098
5,6,7,0.144809,30.092515,0.006806,285.106073,0.00146,39.55554,0.158416,9302.562094,993.466633,0.055202,2126.000945,0.118131,28.016735,7.495559,7.635392,0.006609,0.120465,34.712905,0.006802,280.916338,0.001034,32.48601,0.193074,10470.199489,994.206822,0.055231,2018.896006,0.112155,28.559966,8.426848,7.736295,0.006195,0.195318,20.941811,0.008391,304.720625,0.002777,60.476082,0.115824,6211.292631,1117.990452,0.062794,2495.872388,0.140186,23.542504,5.133549,7.23812,0.008678,0.324656,11.300561,0.006548,294.065432,0.003208,100.929104,0.051438,3154.85982,1105.75881,0.062052,3433.118294,0.192655,22.492788,2.871021,6.692178,0.011854,0.3759,9.487988,0.006562,295.382128,0.0037,117.041535,0.04128,2691.794567,1107.404692,0.062158,3799.394028,0.213257,22.516828,2.481068,6.476209,0.013503,0.307607,12.874283,0.007324,293.448949,0.003294,96.619544,0.060673,3575.420162,1148.501181,0.064573,3230.812324,0.181649,22.459153,3.471126,6.754293,0.011574,0.368682,9.561419,0.007317,295.787503,0.004074,114.621158,0.044164,2734.032394,1123.766562,0.06309,3788.545587,0.212696,22.315216,2.471452,6.498267,0.013492,0.323716,11.113387,0.006764,296.203604,0.003086,101.700613,0.053357,3142.302888,1057.210544,0.059168,3514.904074,0.196715,24.093949,2.829248,6.73093,0.011633,0.365113,9.56048,0.006967,297.154126,0.004026,114.535479,0.04249,2711.818925,1081.834557,0.06061,3800.219564,0.212909,23.372059,2.452456,6.53464,0.013094
6,7,8,0.122903,33.152832,0.009667,299.353829,0.001417,31.822433,0.32345,11228.25069,3677.136658,0.057299,7262.339213,0.113165,26.446004,7.614554,7.630032,0.006629,0.089445,44.967334,0.008567,300.597959,0.00132,21.788259,0.242473,15672.200247,3699.014598,0.057814,6319.022725,0.098764,25.713469,10.243759,7.800149,0.005922,0.208196,18.194071,0.006953,297.233255,0.002244,64.865292,0.091259,5211.089035,3785.412016,0.059379,9670.896125,0.1517,24.119653,4.262851,7.195858,0.008821,0.289557,13.066337,0.00705,294.879262,0.003155,89.991493,0.062393,3665.485421,3885.889406,0.061114,11376.516985,0.178921,23.385954,3.318594,6.872589,0.010722,0.341265,10.729526,0.006559,294.746897,0.0034,105.86637,0.047355,3023.607645,4056.939366,0.063893,12606.520285,0.19854,22.058599,2.772038,6.587287,0.01276,0.284526,13.814538,0.006645,293.418412,0.00267,88.628389,0.064165,3870.504894,4010.763015,0.063214,11039.963702,0.174003,22.261384,3.603508,6.860552,0.010754,0.336827,10.498874,0.006986,295.328161,0.003753,104.640598,0.047383,2965.236228,4007.348356,0.063127,12736.085081,0.200628,22.356925,2.625122,6.589479,0.012787,0.320113,11.161599,0.00695,296.138726,0.003228,99.339094,0.053024,3168.640822,3808.773159,0.059791,12421.93154,0.195004,23.876034,2.790696,6.731399,0.011596,0.346718,10.061336,0.006912,294.665035,0.003725,107.652187,0.045458,2825.589187,3982.124608,0.062676,13024.51315,0.204997,22.584592,2.504397,6.540366,0.013108
7,8,9,0.129382,40.329546,0.005711,369.045124,0.001019,37.752327,0.149392,20587.640051,1126.294104,0.045055,2618.807665,0.104761,41.359528,11.723866,7.885514,0.005328,0.101807,49.12201,0.004954,391.288783,0.000671,31.390318,0.165324,26281.50472,1141.689655,0.045671,2387.159533,0.095494,41.373731,13.756679,7.997222,0.004935,0.21875,21.107445,0.007094,296.773534,0.002454,69.116739,0.102287,5944.971324,1491.99266,0.060176,3567.239009,0.143875,24.459644,6.066413,7.285781,0.008292,0.272804,17.613214,0.006874,286.981988,0.003214,82.560039,0.076101,4826.035048,1801.052775,0.073228,3885.275503,0.15797,18.85884,5.403453,6.78002,0.011375,0.343498,12.631859,0.006971,294.484911,0.004001,107.762686,0.053537,3528.016206,1675.142236,0.068037,4603.112181,0.186959,21.289838,3.773614,6.587725,0.012656,0.282286,15.146417,0.006376,292.25737,0.002904,87.685053,0.065594,4206.558754,1722.901873,0.070151,4092.755375,0.166643,19.834011,4.21607,6.745233,0.011644,0.347219,11.24715,0.007241,293.529596,0.004008,109.077879,0.050025,3139.985598,1628.474867,0.066067,4843.488783,0.196498,21.739278,3.114622,6.545592,0.013143,0.302981,13.539796,0.006537,294.892649,0.003057,93.889291,0.059552,3816.661655,1576.990031,0.063908,4444.693467,0.180122,22.293493,3.818824,6.770156,0.011357,0.341249,12.016929,0.006921,293.963267,0.003754,106.562657,0.052252,3363.259315,1598.986878,0.064757,4764.318079,0.19295,22.417129,3.507228,6.60168,0.012544
8,9,10,0.173987,28.097331,0.007389,357.005579,0.00294,47.039571,0.094111,12402.265307,1637.467361,0.058188,3366.311965,0.119623,27.540703,7.5963,7.409526,0.007435,0.155037,31.197958,0.007844,359.759678,0.002917,40.624668,0.104446,14129.643824,1566.757161,0.055543,3245.581963,0.115059,28.920359,8.359128,7.504494,0.006987,0.202076,21.406656,0.006526,288.21869,0.001932,63.76241,0.107205,5752.160505,1714.450294,0.060826,3875.861208,0.13751,24.006848,5.474136,7.286956,0.008103,0.314691,12.227003,0.007087,293.39801,0.003432,98.236504,0.056165,3411.987316,1800.113519,0.063959,5251.27401,0.186579,22.012042,3.247883,6.702567,0.011903,0.345322,11.145591,0.006281,292.613184,0.003346,106.233762,0.04692,3146.253234,1900.791983,0.067728,5474.852129,0.195078,19.894409,3.003225,6.501297,0.013477,0.312436,12.475301,0.006458,294.261425,0.003014,96.952494,0.055357,3505.949323,1780.472812,0.063319,5193.515381,0.184698,22.002623,3.34295,6.730267,0.011589,0.351129,10.867592,0.006927,294.274141,0.003705,108.533073,0.048338,3074.352447,1823.32205,0.064898,5563.158747,0.198012,21.320698,2.924604,6.566314,0.012929,0.312202,11.704165,0.00713,294.84592,0.003134,96.486476,0.05664,3306.377373,1697.725701,0.060135,5403.508855,0.191397,23.44387,2.988369,6.748046,0.011508,0.352313,10.130157,0.006724,296.915181,0.003613,110.58383,0.045042,2861.36963,1743.644394,0.061906,5807.06838,0.206173,22.587455,2.614547,6.54092,0.012974
9,10,11,0.124393,40.627452,0.009647,297.833862,0.002653,31.37327,0.195012,13656.77898,5495.557827,0.066741,7951.529457,0.096568,23.621563,10.034829,7.598808,0.006633,0.098124,50.603528,0.009309,300.2056,0.002099,24.005543,0.23055,17517.764557,5338.18784,0.064759,7221.652708,0.087607,24.172239,12.298853,7.755738,0.005975,0.1995,23.878176,0.00619,294.043816,0.00211,63.42745,0.103935,6586.963693,6216.305109,0.076018,10392.675936,0.12709,18.854529,6.260645,7.085022,0.009551,0.298301,13.209719,0.006396,292.716271,0.002979,92.212356,0.05761,3696.075217,5483.386261,0.066836,14529.689224,0.177098,20.534042,3.463082,6.703278,0.011868,0.330972,11.696119,0.006222,290.60908,0.003258,101.62627,0.049094,3265.331755,5782.06268,0.070565,15367.257091,0.187543,18.903304,3.068701,6.469108,0.013785,0.282289,14.209297,0.006288,290.118553,0.002812,86.184942,0.061253,3953.504501,5654.807643,0.069063,13997.085272,0.170948,19.361956,3.740402,6.70235,0.011926,0.329275,12.149599,0.006594,292.411131,0.003564,101.679654,0.051339,3403.694146,5709.223598,0.069728,15157.319813,0.185119,19.747663,3.293525,6.522261,0.013375,0.293859,12.629426,0.006658,294.311841,0.003012,90.468539,0.057284,3564.883496,5146.495535,0.06262,14929.863334,0.181659,22.112432,3.157028,6.752728,0.011513,0.319933,11.915091,0.006367,292.057931,0.003256,98.92596,0.050676,3331.301564,5568.604725,0.067886,15378.902986,0.187481,19.746979,3.115839,6.529741,0.013208
