,Num,Dnum,ROISZE,ROILZE,ROIszGLN,ROIZSN,ROIZP,ROILGZE,ROIHGZE,ROISZLGE,ROISZHGE,ROILZLGE,ROILZHGE,ROIszGLV,ROIZLV,LLLSZE,LLLLZE,LLLszGLN,LLLZSN,LLLZP,LLLLGZE,LLLHGZE,LLLSZLGE,LLLSZHGE,LLLLZLGE,LLLLZHGE,LLLszGLV,LLLZLV,LLHSZE,LLHLZE,LLHszGLN,LLHZSN,LLHZP,LLHLGZE,LLHHGZE,LLHSZLGE,LLHSZHGE,LLHLZLGE,LLHLZHGE,LLHszGLV,LLHZLV,LHLSZE,LHLLZE,LHLzGLN,LHLZSN,LHLZP,LHLLGZE,LHLHGZE,LHLSZLGE,LHLSZHGE,LHLLZLGE,LHLLZHGE,LHLszGLV,LHLZLV,LHHSZE,LHHLZE,LHHszGLN,LHHZSN,LHHZP,LHHLGZE,LHHHGZE,LHHSZLGE,LHHSZHGE,LHHLZLGE,LHHLZHGE,LHHszGLV,LHHZLV,HLLSZE,HLLLZE,HLLszGLN,HLLZSN,HLLZP,HLLLGZE,HLLHGZE,HLLSZLGE,HLLSZHGE,HLLLZLGE,HLLLZHGE,HLLszGLV,HLLZLV,HLHSZE,HLHLZE,HLHszGLN,HLHZSN,HLHZP,HLHLGZE,HLHHGZE,HLHSZLGE,HLHSZHGE,HLHLZLGE,HLHLZHGE,HLHzGLV,HLHZLV,HHLSZE,HHLLZE,HHLszGLN,HHLZSN,HHLZP,HHLLGZE,HHLHGZE,HHLSZLGE,HHLSZHGE,HHLLZLGE,HHLLZHGE,HHLszGLV,HHLZLV,HHHSZE,HHHLZE,HHHszGLN,HHHZSN,HHHZP,HHHLGZE,HHHHGZE,HHHSZLGE,HHHSZHGE,HHHLZLGE,HHHLZHGE,HHHzGLV,HHHZLV
0,1,1,0.65264,16.612933,0.02437,0.394606,0.4268,0.003761,1172.954077,0.003166,720.439794,0.018395,23524.374883,0.003809,1.1e-05,0.666829,17.221145,0.021859,0.411085,0.413226,0.005376,1377.865179,0.004862,836.543102,0.016101,35007.529583,0.00591,1.4e-05,0.645343,18.435203,0.02537,0.386978,0.416935,0.004503,1209.235977,0.002888,768.321223,0.027515,25122.756286,0.004162,1.1e-05,0.713628,9.244015,0.02476,0.470975,0.519038,0.003025,1180.090347,0.001937,841.594938,0.016015,10165.027799,0.007222,1.2e-05,0.72797,9.529758,0.025906,0.490716,0.547907,0.003912,1136.751653,0.003432,832.007851,0.013713,10171.261572,0.003867,7e-06,0.683031,9.285714,0.026337,0.431658,0.499798,0.002657,1182.401937,0.002204,832.495282,0.012574,9496.849072,0.005104,1e-05,0.759097,4.756177,0.02465,0.53389,0.615939,0.003363,1199.360208,0.003,932.647894,0.008011,5111.473342,0.013552,1.6e-05,0.745874,7.304626,0.025943,0.515071,0.566761,0.004966,1170.15089,0.003788,880.888434,0.017046,8265.185053,0.007776,1.1e-05,0.755987,4.792588,0.025884,0.529316,0.620411,0.003861,1162.844603,0.003502,886.175944,0.008141,5381.012354,0.011268,1.4e-05
1,2,3,0.596471,55.822547,0.026039,0.33203,0.32024,0.004429,1115.281239,0.002977,636.555555,0.083446,83662.901657,0.000686,2e-06,0.552984,200.584854,0.025149,0.28918,0.242102,0.005268,1115.269933,0.003066,591.334083,0.185917,319790.145533,0.000252,2e-06,0.596173,45.619621,0.024456,0.332354,0.334701,0.002023,1215.740282,0.00127,736.49167,0.058416,46465.629338,0.000794,2e-06,0.685055,10.631541,0.024607,0.434089,0.489258,0.002905,1197.473993,0.002291,832.752955,0.015636,11774.88446,0.002258,3e-06,0.719611,8.589727,0.025389,0.478899,0.544933,0.003237,1190.381331,0.002732,870.969235,0.012059,9423.83165,0.002163,3e-06,0.677654,12.08057,0.024871,0.425032,0.475362,0.003447,1177.456235,0.00268,802.034802,0.018099,13498.751249,0.002502,4e-06,0.723449,9.430858,0.025148,0.484014,0.538354,0.003455,1183.502064,0.003,866.873844,0.012821,10352.735531,0.002156,3e-06,0.722483,7.940236,0.024863,0.482641,0.537824,0.003255,1186.351277,0.002693,867.689504,0.012724,8865.903336,0.004214,5e-06,0.753181,6.995066,0.025207,0.525461,0.585752,0.003422,1180.397413,0.003056,900.915296,0.009902,7742.578716,0.004021,5e-06
2,3,4,0.705917,6.557487,0.023273,0.461061,0.552012,0.003021,1207.045429,0.002415,867.38197,0.010811,7626.133483,0.007717,1.1e-05,0.663368,7.65822,0.024787,0.408432,0.502017,0.002514,1191.988875,0.002039,803.305193,0.011013,8757.325711,0.00662,1.1e-05,0.723773,5.752155,0.025375,0.484586,0.577833,0.004428,1213.026401,0.003933,873.0932,0.011367,7161.54472,0.007969,1.1e-05,0.778593,4.131566,0.024986,0.562524,0.657027,0.003346,1178.070516,0.002959,920.087576,0.007217,4571.538571,0.009295,1.1e-05,0.791844,3.870258,0.026626,0.583085,0.66865,0.003956,1202.5274,0.003669,966.003139,0.007103,4383.939578,0.011464,1.3e-05,0.76321,4.242007,0.025594,0.539812,0.634519,0.002896,1214.646827,0.002459,934.980379,0.007044,4826.927201,0.01383,1.6e-05,0.797648,3.387141,0.026527,0.592032,0.687461,0.003483,1147.787962,0.003241,924.850309,0.006142,3644.882353,0.015109,1.7e-05,0.774952,3.82879,0.025267,0.557141,0.653438,0.004363,1161.798661,0.004012,915.709602,0.008094,4132.300813,0.018637,2e-05,0.783491,3.640244,0.026122,0.569964,0.666875,0.003288,1188.541276,0.003043,936.395981,0.006045,4150.292683,0.017572,2e-05
3,4,5,0.662212,12.739148,0.025297,0.406103,0.461377,0.002627,1216.466515,0.00214,783.555064,0.018926,15954.347044,0.002991,5e-06,0.640297,17.765446,0.025715,0.380181,0.408788,0.002792,1147.85591,0.00216,718.968829,0.024137,22056.415015,0.0026,5e-06,0.705249,7.9312,0.02544,0.460064,0.537814,0.003789,1169.022044,0.003319,831.337054,0.01235,9193.848178,0.00444,6e-06,0.771883,4.239221,0.025406,0.552527,0.643944,0.002654,1167.304193,0.002219,907.923517,0.006891,4689.294677,0.008388,9e-06,0.789223,3.589207,0.02554,0.578798,0.673152,0.002872,1172.963121,0.002618,937.598396,0.005644,4034.595757,0.008357,9e-06,0.764132,4.754534,0.025229,0.541216,0.62324,0.002733,1170.358592,0.002277,903.050879,0.007479,5360.003535,0.006796,8e-06,0.791867,3.530817,0.025814,0.582802,0.678171,0.003488,1177.610828,0.003237,946.203732,0.006233,3924.245264,0.010032,1.1e-05,0.762253,4.331775,0.024721,0.538296,0.63406,0.003203,1171.755693,0.002837,902.97247,0.007222,4806.669431,0.007679,9e-06,0.781072,3.791812,0.024993,0.566311,0.660023,0.002546,1191.038618,0.002285,937.610065,0.005526,4312.498984,0.01116,1.2e-05
4,5,6,0.651765,100.357036,0.024825,0.393706,0.357358,0.006978,1029.777767,0.005687,642.582092,0.083609,149794.225422,0.000293,1e-06,0.627564,213.216025,0.02491,0.36573,0.308172,0.006913,973.005762,0.005329,582.457302,0.166803,318301.385084,0.000194,1e-06,0.689077,19.512806,0.025996,0.439191,0.472096,0.002677,1179.996718,0.002172,830.723379,0.022662,20923.620746,0.000946,1e-06,0.753291,6.39213,0.026896,0.525538,0.59124,0.002377,1176.077046,0.001973,898.263688,0.008512,6958.295637,0.004562,5e-06,0.772677,5.403212,0.026566,0.553875,0.624487,0.003261,1179.462222,0.002954,926.278186,0.007926,5933.60956,0.005848,7e-06,0.744917,7.328267,0.026743,0.51365,0.572595,0.003172,1169.033918,0.002756,882.574643,0.010528,8007.355261,0.00547,7e-06,0.777684,5.55915,0.026362,0.561493,0.627766,0.003,1172.512474,0.002709,923.303326,0.00784,6040.186598,0.003795,4e-06,0.750496,6.484041,0.026148,0.521528,0.588065,0.002974,1165.574591,0.002589,884.234002,0.00927,7089.784922,0.004114,5e-06,0.77658,5.512923,0.026077,0.559882,0.624647,0.003244,1176.426018,0.002954,927.212576,0.007986,6083.375673,0.004214,5e-06
5,6,7,0.648589,63.124813,0.025007,0.389862,0.37084,0.002692,1056.378034,0.001976,687.072322,0.066639,81450.995205,0.000483,1e-06,0.61565,98.169212,0.024793,0.35291,0.327315,0.002418,1056.147318,0.001602,653.349833,0.117412,111948.354549,0.000344,1e-06,0.682645,16.778377,0.025708,0.431003,0.458212,0.004391,1204.61645,0.003425,824.531462,0.025659,18626.18963,0.002046,3e-06,0.762105,4.975862,0.025896,0.53823,0.618406,0.002835,1178.239837,0.002491,912.131442,0.007412,5422.983303,0.007147,8e-06,0.78524,4.067289,0.025742,0.572846,0.655647,0.002648,1174.280284,0.002375,935.646331,0.005946,4554.419827,0.01003,1.1e-05,0.755398,6.294023,0.025972,0.5286,0.593557,0.003358,1180.107417,0.002703,907.737843,0.010474,6802.273847,0.004042,5e-06,0.783471,4.300856,0.026324,0.569976,0.655738,0.002931,1174.282449,0.002542,931.462402,0.007307,4809.953596,0.007471,8e-06,0.7577,5.049636,0.025149,0.531804,0.615626,0.00288,1180.405455,0.002485,905.050646,0.007819,5584.411909,0.00773,9e-06,0.784176,4.478483,0.025304,0.571251,0.648328,0.0027,1187.732112,0.002416,945.812405,0.006459,4991.491704,0.008094,9e-06
6,7,8,0.618341,105.17609,0.025592,0.355857,0.334585,0.003632,1032.09035,0.002233,620.696765,0.20842,161986.814689,0.000207,0.0,0.586205,358.977511,0.025833,0.321414,0.262015,0.004849,980.459139,0.003235,555.071828,0.292217,570619.093057,0.000121,1e-06,0.684739,11.9582,0.025117,0.433994,0.488596,0.00309,1190.321208,0.002477,822.515635,0.01641,13241.147265,0.001713,2e-06,0.737303,6.210452,0.025533,0.502949,0.579312,0.003071,1182.643926,0.002573,884.828451,0.009765,6757.861871,0.003878,5e-06,0.769183,5.113857,0.026076,0.548655,0.627158,0.002693,1178.173522,0.002354,920.751694,0.007259,5636.751218,0.004761,5e-06,0.736021,6.972772,0.026047,0.501188,0.571343,0.002799,1175.455503,0.002316,877.693614,0.009958,7597.239945,0.003798,5e-06,0.768671,4.920486,0.025941,0.547875,0.628015,0.00314,1177.844282,0.002789,917.098958,0.007605,5436.949959,0.003425,4e-06,0.755188,5.206509,0.025273,0.528161,0.611183,0.002868,1183.163743,0.002399,905.792003,0.008219,5764.622736,0.005428,6e-06,0.771357,4.766384,0.025838,0.551796,0.634044,0.002989,1176.028349,0.002659,919.364275,0.007208,5246.178185,0.005326,6e-06
7,8,9,0.6317,171.234072,0.023906,0.371226,0.342827,0.002265,1155.092065,0.001395,713.928204,0.085395,456432.908635,0.000269,1e-06,0.592565,242.520348,0.024634,0.328213,0.285063,0.001775,1211.672046,0.000978,704.298665,0.117361,672970.953831,0.000266,1e-06,0.701887,32.009437,0.024489,0.455795,0.487215,0.003194,1202.940894,0.002641,858.181342,0.035769,34081.566474,0.000598,1e-06,0.737861,20.158519,0.027393,0.503761,0.541452,0.003245,1150.097169,0.0028,860.595521,0.022973,21061.594503,0.000905,1e-06,0.778927,9.921761,0.026202,0.563449,0.609967,0.003235,1181.123518,0.002956,933.464563,0.012111,10732.670595,0.001716,2e-06,0.742188,8.565249,0.027243,0.509845,0.559121,0.002768,1172.050248,0.002417,882.247756,0.010745,9255.210385,0.003523,4e-06,0.77504,5.556883,0.026222,0.557569,0.621567,0.003267,1174.665818,0.002942,925.528937,0.008282,6080.867176,0.005273,6e-06,0.754706,9.591082,0.025707,0.527562,0.587089,0.002643,1176.518051,0.002291,899.64245,0.011543,10425.143508,0.001755,2e-06,0.778803,9.575079,0.02537,0.563139,0.611696,0.003178,1179.567598,0.002876,932.024319,0.011841,10380.700609,0.001777,2e-06
8,9,10,0.675129,50.885533,0.024827,0.421871,0.40823,0.00485,1157.593663,0.004147,737.973407,0.034546,102197.387709,0.000502,1e-06,0.653916,56.250775,0.024471,0.396111,0.377163,0.005345,1133.15744,0.004356,695.762943,0.040366,114598.728828,0.000508,1e-06,0.693154,24.12586,0.024467,0.444173,0.458916,0.002759,1190.82443,0.002166,844.156021,0.02985,24569.996521,0.001119,2e-06,0.75527,5.594065,0.02614,0.528388,0.599822,0.002934,1176.049461,0.002538,902.848349,0.008264,6112.417012,0.006276,7e-06,0.774889,5.868333,0.027279,0.557212,0.62594,0.002379,1162.855354,0.002103,911.361725,0.007348,6444.947003,0.003476,4e-06,0.756609,6.501877,0.026089,0.530301,0.596856,0.00272,1176.877078,0.002355,903.588234,0.008779,7125.793362,0.004385,5e-06,0.775901,6.252661,0.02638,0.558703,0.625343,0.003196,1172.776937,0.002791,923.121797,0.009131,6813.562923,0.002877,3e-06,0.756866,5.578787,0.025396,0.530664,0.604456,0.003047,1176.364372,0.002631,901.425767,0.008543,6130.598242,0.005128,6e-06,0.775517,4.866938,0.025723,0.558089,0.636903,0.002979,1183.821785,0.002629,929.602708,0.007327,5422.956296,0.004873,5e-06
9,10,11,0.652742,532.120081,0.02395,0.394619,0.30149,0.006852,992.151299,0.005077,636.098204,0.383253,810131.746747,7.7e-05,0.0,0.625305,1117.303693,0.02376,0.363267,0.252936,0.007214,944.968969,0.00516,578.410162,0.754241,1777514.305899,5.3e-05,1e-06,0.699388,55.342512,0.02693,0.452345,0.439651,0.00292,1207.393692,0.002394,857.514017,0.057552,57985.57065,0.00036,1e-06,0.746165,6.897132,0.026827,0.515403,0.580123,0.002604,1170.64261,0.002229,884.200369,0.009069,7527.581931,0.003151,4e-06,0.765178,6.429298,0.02772,0.542872,0.604491,0.002613,1157.643604,0.002329,897.237515,0.008133,7016.955039,0.00285,3e-06,0.738627,8.175384,0.027588,0.504803,0.562037,0.002653,1161.090245,0.002275,869.835848,0.010374,8802.615441,0.001845,2e-06,0.769775,7.08517,0.027178,0.549779,0.599971,0.002911,1169.840692,0.002615,914.061421,0.009148,7706.870514,0.003137,4e-06,0.744049,6.705653,0.025922,0.512407,0.580914,0.002796,1174.578661,0.002393,884.505279,0.009233,7382.230819,0.003553,4e-06,0.763587,6.996526,0.026996,0.540556,0.596533,0.002567,1165.611673,0.002262,901.71692,0.008769,7615.127337,0.003243,4e-06
