,Num,Dnum,ROISRE,ROILRE,ROIGLN,ROIRLN,ROIRP,ROILGRE,ROIHGRE,ROISRLGE,ROISRHGE,ROILRLGE,ROILRHGE,ROIGLV,ROIRLV,LLLSRE,LLLLRE,LLLGLN,LLLRLN,LLLRP,LLLLGRE,LLLHGRE,LLLSRLGE,LLLSRHGE,LLLLRLGE,LLLLRHGE,LLLGLV,LLLRLV,LLHSRE,LLHLRE,LLHGLN,LLHRLN,LLHRP,LLHLGRE,LLHHGRE,LLHSRLGE,LLHSRHGE,LLHLRLGE,LLHLRHGE,LLHGLV,LLHRLV,LHLSRE,LHLLRE,LHLGLN,LHLRLN,LHLRP,LHLLGRE,LHLHGRE,LHLSRLGE,LHLSRHGE,LHLLRLGE,LHLLRHGE,LHLGLV,LHLRLV,LHHSRE,LHHLRE,LHHGLN,LHHRLN,LHHRP,LHHLGRE,LHHHGRE,LHHSRLGE,LHHSRHGE,LHHLRLGE,LHHLRHGE,LHHGLV,LHHRLV,HLLSRE,HLLLRE,HLLGLN,HLLRLN,HLLRP,HLLLGRE,HLLHGRE,HLLSRLGE,HLLSRHGE,HLLLRLGE,HLLLRHGE,HLLGLV,HLLRLV,HLHSRE,HLHLRE,HLHGLN,HLHRLN,HLHRP,HLHLGRE,HLHHGRE,HLHSRLGE,HLHSRHGE,HLHLRLGE,HLHLRHGE,HLHGLV,HLHRLV,HHLSRE,HHLLRE,HHLGLN,HHLRLN,HHLRP,HHLLGRE,HHLHGRE,HHLSRLGE,HHLSRHGE,HHLLRLGE,HHLLRHGE,HHLGLV,HHLRLV,HHHSRE,HHHLRE,HHHGLN,HHHRLN,HHHRP,HHHLGRE,HHHHGRE,HHHSRLGE,HHHSRHGE,HHHLRLGE,HHHLRHGE,HHHGLV,HHHRLV
0,1,1,0.956726,1.199232,0.030772,0.892511,0.941278,0.002463,1107.902408,0.002406,1066.03529,0.002727,1298.701835,0.073197,7.4e-05,0.949325,1.241715,0.028866,0.875442,0.930969,0.002696,1067.44642,0.002614,1020.502873,0.003071,1291.953947,0.048403,5e-05,0.966181,1.149404,0.033021,0.91466,0.954521,0.002633,1192.34693,0.002581,1152.546233,0.002855,1368.162575,0.120604,0.000101,0.968568,1.137706,0.032961,0.920358,0.957799,0.005435,1203.481181,0.005393,1166.058482,0.005615,1367.103061,0.118664,0.000101,0.973623,1.112345,0.03127,0.932547,0.964872,0.003129,1171.314023,0.003097,1142.407894,0.003265,1294.332988,0.105177,9.6e-05,0.972234,1.125495,0.033405,0.929381,0.962081,0.003594,1132.941087,0.003556,1102.510334,0.003762,1270.159763,0.079532,7.3e-05,0.976206,1.100212,0.030643,0.938875,0.968394,0.004355,1113.263937,0.004304,1088.453257,0.004566,1218.019383,0.100582,9.5e-05,0.977329,1.100612,0.031508,0.941805,0.969201,0.004542,1183.529663,0.004517,1157.546016,0.004653,1297.546589,0.06898,6e-05,0.981463,1.077523,0.029769,0.952021,0.975291,0.002939,1170.241699,0.002916,1150.247631,0.003036,1253.408082,0.133885,0.000118
1,2,3,0.945662,1.255082,0.029756,0.867006,0.926767,0.002181,1070.462847,0.002076,1021.710363,0.002672,1294.208555,0.040391,4.6e-05,0.928533,1.374936,0.030653,0.829788,0.900975,0.001519,1155.281476,0.001417,1086.869202,0.00206,1499.845346,0.030473,3.1e-05,0.964189,1.160017,0.03244,0.9099,0.951744,0.002973,1158.213329,0.002918,1117.361345,0.003208,1340.564818,0.092133,8.1e-05,0.961237,1.178283,0.038217,0.903032,0.947247,0.003407,1152.068003,0.003354,1108.464852,0.003641,1352.283894,0.078698,7e-05,0.968383,1.13834,0.036803,0.919877,0.957612,0.002193,1131.46051,0.002156,1097.19739,0.002353,1281.188096,0.086384,8e-05,0.966813,1.148433,0.03359,0.916196,0.955134,0.002761,1152.432192,0.002714,1115.232915,0.002966,1318.620334,0.069924,6.3e-05,0.972379,1.119913,0.033168,0.929596,0.962916,0.002521,1144.305152,0.002486,1114.089422,0.002671,1275.400293,0.092849,8.5e-05,0.97296,1.118256,0.032491,0.931064,0.963537,0.002486,1146.338811,0.002452,1116.856869,0.002632,1275.095286,0.077025,7.1e-05,0.975694,1.103404,0.031556,0.937655,0.967573,0.002614,1147.325047,0.002586,1120.867325,0.00273,1259.791585,0.089484,8.1e-05
2,3,4,0.967651,1.140542,0.030816,0.91808,0.956803,0.004219,1190.415055,0.004163,1152.361349,0.004455,1355.515897,0.109515,9.3e-05,0.960072,1.179278,0.030142,0.900126,0.946346,0.003554,1177.821719,0.003476,1131.175182,0.00389,1386.537209,0.084894,7.4e-05,0.972649,1.118743,0.031663,0.930262,0.963261,0.003846,1157.511593,0.003808,1125.807863,0.004011,1295.945429,0.111696,9.8e-05,0.973971,1.112881,0.031235,0.93352,0.96499,0.002215,1137.753463,0.002182,1109.889879,0.002357,1259.053882,0.105852,9.7e-05,0.976658,1.099367,0.031654,0.940042,0.968822,0.00243,1151.789944,0.002401,1126.264886,0.002552,1260.680957,0.090089,8.2e-05,0.975207,1.108526,0.030508,0.936555,0.966519,0.002793,1165.681888,0.002763,1137.832529,0.002922,1287.576951,0.075812,6.7e-05,0.979318,1.088765,0.030505,0.946765,0.972125,0.003177,1148.473341,0.003148,1126.009426,0.003301,1244.696276,0.106069,9.6e-05,0.979594,1.088759,0.029756,0.947477,0.972335,0.003071,1160.869533,0.003048,1138.799017,0.003174,1257.477397,0.085318,7.7e-05,0.980551,1.082013,0.029517,0.949746,0.974006,0.002488,1149.405008,0.002464,1128.514564,0.002588,1237.236433,0.100859,9.3e-05
3,4,5,0.945272,1.253896,0.034224,0.866024,0.926682,0.001876,1040.453941,0.001786,992.129519,0.002287,1262.357662,0.061672,7e-05,0.928095,1.357324,0.03428,0.828427,0.902774,0.00164,1107.185516,0.001529,1040.527924,0.002187,1433.09434,0.048054,5.1e-05,0.963206,1.163391,0.034805,0.907508,0.950632,0.00281,1166.580209,0.002762,1124.651495,0.003019,1352.32408,0.098753,8.7e-05,0.959478,1.18498,0.041315,0.898793,0.945213,0.002764,1148.973998,0.002715,1103.388988,0.002985,1356.767361,0.084837,7.6e-05,0.968439,1.138035,0.038406,0.920001,0.957705,0.002741,1123.751199,0.002699,1089.644828,0.002922,1272.631193,0.106141,9.8e-05,0.96906,1.138843,0.032913,0.921681,0.957956,0.00299,1154.397861,0.002933,1120.193192,0.003232,1308.048789,0.077952,7.1e-05,0.974342,1.110402,0.032373,0.934358,0.96564,0.002805,1138.818664,0.002776,1110.642932,0.002932,1259.913557,0.091246,8.3e-05,0.972914,1.118662,0.032186,0.930952,0.963454,0.002474,1152.245893,0.002428,1122.560123,0.002666,1282.412878,0.076988,7e-05,0.976794,1.099554,0.031618,0.940436,0.96886,0.002747,1146.944729,0.002721,1121.538877,0.002859,1255.939717,0.090183,8.2e-05
4,5,6,0.94624,1.246713,0.02755,0.86811,0.928313,0.002365,1316.454197,0.002287,1238.07591,0.002708,1679.521531,0.055394,3.8e-05,0.937255,1.307967,0.025862,0.848421,0.914645,0.002297,1460.236855,0.0022,1356.735646,0.002739,1975.354764,0.062418,3.9e-05,0.965936,1.148372,0.031356,0.913923,0.954584,0.002573,1147.926993,0.002526,1110.415513,0.002774,1311.045152,0.07311,6.7e-05,0.966977,1.145654,0.033721,0.916489,0.955673,0.002063,1140.289515,0.002024,1103.813642,0.002233,1300.928631,0.068868,6.3e-05,0.975384,1.104661,0.030853,0.936894,0.967171,0.002335,1148.698883,0.002304,1121.858496,0.002462,1262.657418,0.10582,9.6e-05,0.967772,1.143067,0.032889,0.918467,0.956543,0.002752,1146.565138,0.002711,1110.947157,0.002934,1304.521034,0.059554,5.4e-05,0.973613,1.113505,0.032726,0.932562,0.9647,0.002393,1146.276611,0.002362,1117.350536,0.002524,1270.546082,0.092362,8.4e-05,0.975352,1.107795,0.030353,0.936939,0.966687,0.002435,1155.624761,0.002405,1128.370318,0.002566,1274.956627,0.063904,5.8e-05,0.976458,1.100206,0.030627,0.939558,0.968548,0.002396,1150.388132,0.002369,1124.572562,0.00251,1260.173708,0.086955,7.9e-05
5,6,7,0.95359,1.211534,0.034054,0.884974,0.937752,0.001927,1108.643339,0.001861,1063.822928,0.002227,1310.112273,0.052194,5.4e-05,0.941943,1.283915,0.033736,0.858895,0.920663,0.001675,1102.476437,0.001592,1046.872144,0.002075,1368.324627,0.044904,4.7e-05,0.96636,1.146831,0.032953,0.914957,0.95508,0.002766,1158.559548,0.002714,1120.277146,0.002993,1325.478361,0.093978,8.3e-05,0.968984,1.136455,0.032751,0.921354,0.958293,0.00273,1156.296568,0.00269,1120.79572,0.002901,1312.715814,0.080567,7.1e-05,0.97582,1.103459,0.030817,0.938002,0.967639,0.002438,1148.670093,0.00241,1122.16161,0.002559,1262.067531,0.073766,6.7e-05,0.967005,1.149537,0.035111,0.91672,0.955124,0.002261,1145.570222,0.002218,1108.768583,0.002454,1312.051203,0.07298,6.6e-05,0.972894,1.116869,0.034558,0.930816,0.963716,0.002389,1140.464832,0.002354,1111.094405,0.002535,1266.990781,0.097114,8.9e-05,0.974269,1.112614,0.03178,0.934278,0.965245,0.002598,1152.593358,0.002566,1124.21578,0.002733,1276.790492,0.075656,6.9e-05,0.975957,1.102311,0.032471,0.938314,0.967901,0.002453,1148.183804,0.002422,1121.645179,0.002584,1261.009636,0.112328,0.000102
6,7,8,0.948009,1.239666,0.026784,0.872174,0.930392,0.00211,1168.703708,0.002027,1108.636214,0.002492,1443.961084,0.045444,4.2e-05,0.935219,1.318341,0.026815,0.843877,0.912144,0.002252,1173.495385,0.002134,1099.599932,0.002813,1533.066456,0.032764,3e-05,0.967259,1.14241,0.030519,0.917108,0.956307,0.002562,1160.588486,0.002514,1123.342089,0.002762,1322.693299,0.086631,7.6e-05,0.968921,1.138388,0.031615,0.921252,0.957997,0.002589,1149.056135,0.002547,1114.582578,0.002771,1302.29429,0.051644,4.7e-05,0.974478,1.108884,0.030616,0.934664,0.965949,0.002364,1150.53233,0.002333,1122.513673,0.002493,1269.884374,0.086338,7.8e-05,0.970583,1.131012,0.030504,0.925302,0.960148,0.002662,1151.694393,0.002619,1119.182264,0.002847,1296.300989,0.06317,5.7e-05,0.974101,1.110786,0.031179,0.933739,0.965423,0.002312,1147.648209,0.002281,1119.36212,0.002444,1268.408258,0.087491,8e-05,0.974714,1.11129,0.030124,0.93539,0.965752,0.002257,1152.284669,0.002226,1124.343886,0.002393,1275.236493,0.045155,4.1e-05,0.976873,1.098675,0.030176,0.940601,0.969051,0.002391,1152.685492,0.002364,1127.300338,0.002506,1260.897881,0.085888,7.8e-05
7,8,9,0.967954,1.139252,0.025992,0.918799,0.957202,0.002028,1169.3897,0.001977,1131.437365,0.002249,1335.122396,0.074465,6.4e-05,0.96098,1.171992,0.026056,0.902116,0.948017,0.001982,1187.799541,0.001922,1141.100774,0.002242,1393.739271,0.073108,6.3e-05,0.974166,1.109145,0.027533,0.933829,0.965725,0.002237,1168.027584,0.0022,1139.232655,0.002394,1289.445815,0.078238,7e-05,0.974884,1.107531,0.028168,0.935669,0.966431,0.002624,1158.73057,0.00259,1130.487877,0.002768,1279.854602,0.080294,7.2e-05,0.977839,1.09315,0.028998,0.942938,0.970528,0.002318,1153.151418,0.002292,1128.924426,0.002427,1254.981838,0.099759,9e-05,0.972792,1.117789,0.030118,0.930572,0.963525,0.003133,1158.463462,0.003092,1127.909008,0.003306,1290.99089,0.073756,6.5e-05,0.977922,1.093638,0.029478,0.943185,0.970506,0.002441,1158.579217,0.002415,1134.19321,0.002549,1261.887265,0.10258,9.2e-05,0.978061,1.093162,0.028789,0.943531,0.970674,0.002716,1156.684979,0.002685,1132.235879,0.002851,1260.416928,0.082528,7.4e-05,0.979054,1.088606,0.02923,0.946012,0.972007,0.00235,1151.939557,0.002326,1129.02728,0.002451,1248.706268,0.101254,9.1e-05
8,9,10,0.9513,1.222529,0.034284,0.879709,0.93475,0.001423,1120.306279,0.001353,1076.569348,0.001748,1316.709176,0.076178,8.3e-05,0.944293,1.265988,0.032475,0.863967,0.924536,0.001604,1026.979103,0.001505,982.266997,0.002085,1234.069733,0.047531,5.7e-05,0.965765,1.150851,0.031825,0.913583,0.954105,0.002866,1180.040637,0.002822,1139.947957,0.003058,1356.640218,0.092987,7.9e-05,0.969846,1.132458,0.032374,0.923429,0.959457,0.002811,1166.438645,0.002771,1131.926994,0.002986,1317.911852,0.079985,7e-05,0.974373,1.110206,0.032068,0.934447,0.965677,0.002499,1140.557291,0.002461,1112.912059,0.002655,1259.131863,0.089906,8.2e-05,0.968152,1.142235,0.033184,0.919421,0.956916,0.002726,1158.560881,0.002687,1122.444156,0.002897,1319.761079,0.070434,6.2e-05,0.971623,1.12203,0.034345,0.927674,0.962131,0.002094,1132.656528,0.002062,1102.031308,0.002232,1264.005616,0.094934,8.8e-05,0.972516,1.119346,0.032875,0.929913,0.963113,0.002251,1143.634917,0.00222,1113.583191,0.002385,1273.856708,0.078,7.2e-05,0.973415,1.113571,0.034688,0.932047,0.964553,0.002103,1135.641815,0.002074,1106.653371,0.002227,1259.469664,0.118361,0.000109
9,10,11,0.942692,1.27188,0.026986,0.860322,0.92273,0.001718,1170.151091,0.001622,1108.184203,0.002193,1459.310632,0.045538,4.2e-05,0.927877,1.370274,0.027109,0.828167,0.901174,0.001625,1176.069268,0.001498,1096.101422,0.002314,1576.612246,0.028107,2.6e-05,0.96603,1.148794,0.031139,0.91419,0.954574,0.00266,1158.94703,0.00261,1120.284449,0.002871,1328.284167,0.06516,5.8e-05,0.966634,1.149633,0.032715,0.915776,0.954855,0.00235,1150.735301,0.002309,1113.480181,0.002529,1317.598754,0.037695,3.4e-05,0.973129,1.116181,0.031626,0.931412,0.963966,0.002352,1150.288136,0.002321,1120.83732,0.002488,1277.468709,0.06524,6e-05,0.968109,1.142816,0.03143,0.919335,0.956799,0.002675,1155.246552,0.002634,1119.395015,0.002853,1315.695006,0.057711,5.2e-05,0.973754,1.113025,0.031421,0.932931,0.964847,0.002467,1149.051912,0.002437,1120.384484,0.002598,1272.42416,0.074914,6.8e-05,0.972134,1.122965,0.031841,0.929066,0.962319,0.002479,1146.972355,0.002445,1116.535291,0.002627,1281.067334,0.057854,5.3e-05,0.975734,1.103754,0.031148,0.937792,0.967531,0.002357,1150.396925,0.002329,1123.937876,0.002476,1263.347735,0.088141,8e-05
