,Num,Dnum,ROISRE,ROILRE,ROIGLN,ROIRLN,ROIRP,ROILGRE,ROIHGRE,ROISRLGE,ROISRHGE,ROILRLGE,ROILRHGE,ROIGLV,ROIRLV,LLLSRE,LLLLRE,LLLGLN,LLLRLN,LLLRP,LLLLGRE,LLLHGRE,LLLSRLGE,LLLSRHGE,LLLLRLGE,LLLLRHGE,LLLGLV,LLLRLV,LLHSRE,LLHLRE,LLHGLN,LLHRLN,LLHRP,LLHLGRE,LLHHGRE,LLHSRLGE,LLHSRHGE,LLHLRLGE,LLHLRHGE,LLHGLV,LLHRLV,LHLSRE,LHLLRE,LHLGLN,LHLRLN,LHLRP,LHLLGRE,LHLHGRE,LHLSRLGE,LHLSRHGE,LHLLRLGE,LHLLRHGE,LHLGLV,LHLRLV,LHHSRE,LHHLRE,LHHGLN,LHHRLN,LHHRP,LHHLGRE,LHHHGRE,LHHSRLGE,LHHSRHGE,LHHLRLGE,LHHLRHGE,LHHGLV,LHHRLV,HLLSRE,HLLLRE,HLLGLN,HLLRLN,HLLRP,HLLLGRE,HLLHGRE,HLLSRLGE,HLLSRHGE,HLLLRLGE,HLLLRHGE,HLLGLV,HLLRLV,HLHSRE,HLHLRE,HLHGLN,HLHRLN,HLHRP,HLHLGRE,HLHHGRE,HLHSRLGE,HLHSRHGE,HLHLRLGE,HLHLRHGE,HLHGLV,HLHRLV,HHLSRE,HHLLRE,HHLGLN,HHLRLN,HHLRP,HHLLGRE,HHLHGRE,HHLSRLGE,HHLSRHGE,HHLLRLGE,HHLLRHGE,HHLGLV,HHLRLV,HHHSRE,HHHLRE,HHHGLN,HHHRLN,HHHRP,HHHLGRE,HHHHGRE,HHHSRLGE,HHHSRHGE,HHHLRLGE,HHHLRHGE,HHHGLV,HHHRLV
32,33,1001,0.744603,3.409572,0.117434,0.514142,0.655349,0.022941,78.870107,0.018026,58.965723,0.066564,263.533427,0.008073,0.000148,0.716451,4.104632,0.113524,0.476376,0.615077,0.022513,79.095515,0.017085,56.806978,0.078574,316.174967,0.006462,0.000126,0.762508,3.120331,0.122589,0.539082,0.676499,0.023042,78.593712,0.018672,59.943491,0.058622,244.704575,0.00801,0.000136,0.868253,2.103192,0.122994,0.71058,0.806371,0.02265,77.803792,0.020348,67.876267,0.041379,160.733494,0.010946,0.000161,0.867754,1.916162,0.127099,0.709432,0.813345,0.021993,78.295628,0.019783,68.349405,0.036764,146.689756,0.015574,0.00023,0.859218,2.228208,0.132579,0.694196,0.792969,0.02198,76.577859,0.019615,66.109102,0.041992,167.909117,0.011244,0.000171,0.859262,2.02277,0.133554,0.694148,0.799975,0.02193,77.800636,0.019592,67.276532,0.038206,153.924484,0.013254,0.0002,0.888997,1.956093,0.125296,0.749968,0.831463,0.022159,77.691535,0.020341,69.417073,0.037977,148.889067,0.011371,0.000164,0.884862,1.780084,0.130633,0.741543,0.835813,0.021566,77.536617,0.019703,68.987686,0.033878,135.219825,0.014427,0.000211
33,34,1002,0.78385,3.537341,0.12243,0.570783,0.665516,0.02661,93.264366,0.024046,67.503139,0.050782,411.670736,0.018102,0.000259,0.794323,3.322879,0.108066,0.586998,0.681317,0.024221,105.448735,0.022094,76.940251,0.043518,447.524431,0.021999,0.000268,0.806766,2.688864,0.113339,0.605733,0.722384,0.022454,78.886016,0.018883,64.532622,0.050989,203.48368,0.017404,0.000283,0.862041,2.021489,0.155112,0.699401,0.801015,0.021323,76.71505,0.019232,66.523153,0.036317,152.633921,0.019606,0.000304,0.879371,1.752351,0.146461,0.731094,0.83134,0.021996,76.730355,0.020174,67.809524,0.033113,132.113548,0.039561,0.000588,0.860525,2.048872,0.156904,0.696776,0.797573,0.02131,77.042692,0.019251,66.585344,0.03641,155.844926,0.022692,0.000351,0.870841,1.84757,0.147288,0.715309,0.817911,0.021973,76.940508,0.020003,67.462066,0.03458,138.828503,0.030346,0.000466,0.871204,1.879682,0.139754,0.715963,0.817091,0.021907,77.101452,0.019891,67.598348,0.035382,141.851524,0.020879,0.000317,0.87024,1.818419,0.144433,0.713974,0.819869,0.02092,77.079827,0.018958,67.52357,0.033074,136.969922,0.032486,0.000492
34,35,1003,0.800003,2.612508,0.125488,0.594932,0.722855,0.025315,79.767051,0.0224,62.121561,0.047033,223.01484,0.019445,0.0003,0.79731,2.708248,0.118818,0.590754,0.715928,0.026226,84.337895,0.023334,65.116499,0.04822,247.329351,0.01935,0.000281,0.839321,2.077989,0.123997,0.658958,0.780943,0.023926,76.834372,0.021059,64.852485,0.041816,157.872021,0.022237,0.000349,0.885102,1.740984,0.134982,0.741912,0.837992,0.021647,78.039058,0.019889,69.383781,0.032939,133.65249,0.023703,0.000344,0.892856,1.626103,0.133495,0.756772,0.851711,0.021426,77.812705,0.019767,69.878357,0.030879,124.060252,0.034988,0.000504,0.884503,1.783393,0.134917,0.741051,0.834193,0.022885,77.544739,0.021127,68.802177,0.03454,136.901137,0.022441,0.000326,0.896893,1.597754,0.131871,0.764685,0.857199,0.021848,76.955231,0.020248,69.321972,0.030933,120.944765,0.032134,0.000466,0.886676,1.719644,0.128385,0.744963,0.84037,0.022905,77.449806,0.021042,69.047328,0.034463,130.5504,0.026968,0.00039,0.89247,1.61122,0.130238,0.755797,0.853031,0.021362,77.628847,0.019647,69.658611,0.030866,122.644334,0.03184,0.000458
35,36,1004,0.817072,2.601585,0.12699,0.622446,0.733388,0.029115,103.907862,0.026693,80.965188,0.046002,314.565542,0.022122,0.000245,0.79977,2.822566,0.122563,0.594685,0.711574,0.030067,97.613775,0.027365,73.616812,0.049944,329.368535,0.020814,0.000258,0.849472,2.053702,0.122563,0.676753,0.789008,0.022826,76.486152,0.019918,65.75333,0.041424,151.85427,0.021737,0.000348,0.897841,1.640698,0.128585,0.766856,0.854768,0.022148,78.202646,0.020546,70.581841,0.031985,126.033656,0.024634,0.000353,0.901412,1.557953,0.126834,0.773653,0.863724,0.023778,78.570754,0.022273,71.113938,0.032156,120.363511,0.034803,0.000486,0.901947,1.61296,0.128181,0.774912,0.86083,0.023633,77.611998,0.021986,70.391158,0.033594,122.737335,0.017732,0.000256,0.911052,1.50384,0.119652,0.793323,0.875576,0.023043,79.014675,0.021652,72.382307,0.030754,116.328426,0.03617,0.000504,0.900654,1.604384,0.118444,0.772338,0.859776,0.022703,78.329671,0.021073,70.818352,0.03242,123.767384,0.026227,0.000368,0.903645,1.530408,0.11949,0.777942,0.868052,0.022816,77.973614,0.021228,70.819468,0.031308,117.216047,0.03272,0.00046
36,37,1005,0.871996,1.724346,0.099464,0.716628,0.829658,0.022343,79.391313,0.019767,69.104696,0.036718,137.326238,0.031208,0.000425,0.849701,1.934907,0.103402,0.676752,0.798095,0.01959,84.756735,0.016889,72.157971,0.036521,160.578287,0.027707,0.000362,0.883239,1.638392,0.113875,0.737646,0.844716,0.022279,78.58369,0.02021,69.797464,0.033309,126.160673,0.035056,0.000497,0.892001,1.598334,0.116873,0.754724,0.85393,0.022907,78.701434,0.021002,70.574571,0.033085,123.597708,0.037417,0.000518,0.906438,1.489189,0.116712,0.783289,0.874064,0.022685,78.351694,0.021131,71.302468,0.030598,115.03713,0.047116,0.00065,0.898843,1.552322,0.112624,0.768176,0.862876,0.022496,79.061664,0.020746,71.33278,0.031843,121.074583,0.036803,0.000505,0.91194,1.448448,0.114462,0.794397,0.882032,0.022055,78.827706,0.020612,72.190928,0.02928,112.470486,0.047319,0.000645,0.915376,1.441979,0.113209,0.801638,0.885201,0.022188,78.15669,0.020777,71.772451,0.029424,111.369671,0.030031,0.000414,0.918888,1.400964,0.113314,0.808706,0.891823,0.022058,78.556594,0.020735,72.447026,0.028503,108.643806,0.053976,0.000729
37,38,1006,0.844061,1.926168,0.094994,0.666845,0.796194,0.049016,59.639302,0.040899,50.428676,0.096707,114.757541,0.018829,0.000386,0.835317,2.014086,0.097486,0.652045,0.784588,0.038788,67.464168,0.032104,56.336218,0.080201,136.185693,0.017231,0.000312,0.877272,1.677513,0.117118,0.72639,0.837144,0.023408,79.976288,0.021144,70.422676,0.03544,132.383666,0.046476,0.000618,0.913099,1.484876,0.112789,0.797185,0.879701,0.022963,79.441447,0.021514,72.802437,0.031031,116.306112,0.028268,0.000383,0.916024,1.435831,0.119422,0.802995,0.886125,0.023069,76.870863,0.021686,70.695088,0.0301,108.815827,0.048905,0.000681,0.917141,1.477074,0.11423,0.805838,0.883199,0.022364,78.650266,0.020965,72.34756,0.030417,114.734672,0.033624,0.000452,0.92121,1.409652,0.116076,0.813939,0.892378,0.022015,79.619065,0.020758,73.681993,0.028458,110.252044,0.049834,0.000669,0.914002,1.48623,0.111049,0.799191,0.880022,0.022602,79.618367,0.021123,72.91736,0.030872,117.367669,0.032646,0.000436,0.916183,1.428735,0.115093,0.8033,0.886834,0.022251,79.197974,0.020882,72.865993,0.029116,111.531194,0.054865,0.000737
38,39,1007,0.76103,5.021751,0.127491,0.537263,0.602855,0.046625,74.933216,0.040216,52.380524,0.10815,487.32368,0.012551,0.000245,0.752649,5.166863,0.118974,0.524979,0.595134,0.041663,77.600027,0.036257,52.333042,0.095907,546.380219,0.009948,0.000197,0.827506,2.672131,0.134959,0.640299,0.735504,0.024764,76.374847,0.021899,63.531217,0.049412,204.088808,0.014367,0.000253,0.816242,2.572551,0.160135,0.621035,0.734125,0.023509,74.89532,0.020519,61.673504,0.047561,188.119226,0.022752,0.000418,0.856714,2.011136,0.148919,0.689927,0.795211,0.023877,78.191641,0.021663,67.574538,0.038951,152.519105,0.027329,0.000431,0.839146,2.289728,0.150661,0.659333,0.76593,0.023456,76.145417,0.020825,64.375365,0.043133,171.530816,0.022549,0.000379,0.876325,1.789166,0.13786,0.725499,0.825942,0.022023,78.142034,0.020112,69.017319,0.0339,135.887652,0.033556,0.000505,0.864428,1.936007,0.145708,0.703695,0.806879,0.022106,77.774471,0.020008,67.747677,0.036129,146.570195,0.025991,0.000402,0.884825,1.716273,0.133579,0.741649,0.837539,0.02367,77.643502,0.021877,69.104102,0.034495,130.382218,0.043869,0.000642
39,40,1008,0.76986,3.449176,0.146362,0.549304,0.662825,0.028519,86.450862,0.025598,63.072367,0.055381,340.731196,0.021571,0.000328,0.750715,4.282075,0.125914,0.52172,0.619684,0.028467,95.264907,0.025649,65.632371,0.059094,498.095406,0.015601,0.000234,0.843988,2.21614,0.130239,0.667634,0.773687,0.023477,76.920931,0.020857,65.263364,0.042274,168.901749,0.024374,0.000391,0.841029,2.366379,0.149391,0.662859,0.762623,0.023832,76.186339,0.02131,64.173454,0.043531,181.355299,0.023088,0.000378,0.873745,1.801387,0.140923,0.720597,0.823305,0.02247,77.690954,0.020468,68.439046,0.034806,135.879139,0.033985,0.000514,0.856041,2.0449,0.140249,0.688718,0.793097,0.023529,76.425857,0.021222,65.650382,0.039156,155.429171,0.029435,0.000462,0.893049,1.603437,0.127397,0.75696,0.853848,0.022304,78.828465,0.020602,70.808145,0.031671,123.76294,0.036678,0.00052,0.873693,1.820388,0.14001,0.72065,0.821632,0.022031,76.822595,0.020031,67.68078,0.034682,135.620143,0.030869,0.000475,0.89356,1.609443,0.131546,0.75812,0.853364,0.022439,77.635262,0.020756,69.748777,0.031834,122.518053,0.040725,0.000587
40,41,1009,0.792755,2.736024,0.095778,0.583674,0.710162,0.021376,102.581154,0.018484,77.228356,0.042517,326.695847,0.02527,0.000285,0.778855,3.037468,0.096329,0.562586,0.685874,0.022835,97.678962,0.019726,71.148787,0.048161,353.74356,0.02289,0.000281,0.77844,2.725364,0.114671,0.562238,0.703872,0.023946,79.067076,0.019583,61.402596,0.05534,216.586987,0.0267,0.000389,0.879273,1.846998,0.118754,0.731027,0.826299,0.022963,79.731395,0.020897,70.263863,0.037011,147.190557,0.022842,0.000315,0.870652,1.830925,0.135665,0.714567,0.820842,0.021146,77.24321,0.019037,67.65698,0.034328,138.526613,0.026882,0.000402,0.870511,1.94178,0.130601,0.714663,0.814001,0.021823,77.86186,0.019688,68.027556,0.037251,148.979929,0.023376,0.000342,0.882497,1.734965,0.121694,0.736807,0.836321,0.024008,77.907863,0.021958,69.238303,0.036318,131.816283,0.023704,0.000344,0.904144,1.666416,0.11879,0.779729,0.858556,0.024009,78.090578,0.022331,70.852164,0.035323,128.459527,0.026353,0.00037,0.894166,1.652062,0.130099,0.759405,0.851367,0.021038,77.869765,0.019357,69.925425,0.031106,126.946668,0.030382,0.000427
41,42,1010,0.794103,2.794991,0.094034,0.585821,0.709508,0.022673,89.761201,0.018527,68.638535,0.05518,290.061771,0.016261,0.000213,0.7829,2.967371,0.095788,0.568742,0.694782,0.020111,91.391138,0.016082,68.853445,0.054278,313.557156,0.016715,0.000216,0.838534,2.075727,0.115058,0.657609,0.780579,0.022168,77.717778,0.019099,65.449888,0.04116,159.557035,0.022373,0.000343,0.873604,1.893675,0.137426,0.720659,0.817423,0.023415,77.885811,0.021342,68.668466,0.037627,142.310667,0.025174,0.000381,0.885752,1.679441,0.134477,0.743009,0.842141,0.021858,77.722901,0.020042,69.298126,0.032341,127.617015,0.037077,0.000544,0.886035,1.754972,0.128903,0.744075,0.836562,0.023845,77.613647,0.021989,69.222113,0.035807,133.189921,0.023174,0.000345,0.901915,1.547012,0.125694,0.774516,0.865315,0.023454,78.169451,0.021842,70.806257,0.032151,118.962635,0.031842,0.000448,0.892946,1.672743,0.124159,0.757203,0.848351,0.022252,78.093533,0.020458,70.170705,0.033225,127.807458,0.030116,0.000434,0.902321,1.542967,0.123369,0.775338,0.865838,0.022434,78.270315,0.020872,70.933069,0.030916,118.78084,0.039931,0.00056
