,Num,Dnum,ROIMax,ROIMin,ROIMean,ROIMedian,ROIRange,ROIVariance,ROISkewness,ROIKurtosis,ROIEnergy,ROI10thPercentile,ROI90thPercentile,ROIInterqyantileRange,ROIMeanAD,ROIrMeanAD,ROIMedianAD,ROIQCD,ROIRMS,ROICV,ROIhistMean,ROIhistVariance,ROIhistSkewness,ROIhistKurtosis,ROIhistMedian,ROIhist10thPercentile,ROIhist90thPercentile,ROIhistMode,ROIhistInterqyantileRange,ROIhistMeanAD,ROIhistrMeanAD,ROIhistMedianAD,ROIhistCV,ROIhistQCD,ROIEntropy,ROIUniformity,ROIhistMaxGrad,ROIhistMaxGradGL,ROIhistMinGrad,ROIhistMinGradGL,LLLMax,LLLMin,LLLMean,LLLMedian,LLLRange,LLLVariance,LLLSkewness,LLLKurtosis,LLLEnergy,LLL10thPercentile,LLL90thPercentile,LLLInterqyantileRange,LLLMeanAD,LLLrMeanAD,LLLMedianAD,LLLQCD,LLLRMS,LLLCV,LLLhistMean,LLLhistVariance,LLLhistSkewness,LLLhistKurtosis,LLLhistMedian,LLLhist10thPercentile,LLLhist90thPercentile,LLLhistMode,LLLhistInterqyantileRange,LLLhistMeanAD,LLLhistrMeanAD,LLLhistMedianAD,LLLhistCV,LLLhistQCD,LLLEntropy,LLLUniformity,LLLhistMaxGrad,LLLhistMaxGradGL,LLLhistMinGrad,LLLhistMinGradGL,LLHMax,LLHMin,LLHMean,LLHMedian,LLHRange,LLHVariance,LLHSkewness,LLHKurtosis,LLHEnergy,LLH10thPercentile,LLH90thPercentile,LLHInterqyantileRange,LLHMeanAD,LLHrMeanAD,LLHMedianAD,LLHQCD,LLHRMS,LLHCV,LLHhistMean,LLHhistVariance,LLHhistSkewness,LLHhistKurtosis,LLHhistMedian,LLHhist10thPercentile,LLHhist90thPercentile,LLHhistMode,LLHhistInterqyantileRange,LLHhistMeanAD,LLHhistrMeanAD,LLHhistMedianAD,LLHhistCV,LLHhistQCD,LLHEntropy,LLHUniformity,LLHhistMaxGrad,LLHhistMaxGradGL,LLHhistMinGrad,LLHhistMinGradGL,LHLMax,LHLMin,LHLMean,LHLMedian,LHLRange,LHLVariance,LHLSkewness,LHLKurtosis,LHLEnergy,LHL10thPercentile,LHL90thPercentile,LHLInterqyantileRange,LHLMeanAD,LHLrMeanAD,LHLMedianAD,LHLQCD,LHLRMS,LHLCV,LHLhistMean,LHLhistVariance,LHLhistSkewness,LHLhistKurtosis,LHLhistMedian,LHLhist10thPercentile,LHLhist90thPercentile,LHLhistMode,LHLhistInterqyantileRange,LHLhistMeanAD,LHLhistrMeanAD,LHLhistMedianAD,LHLhistCV,LHLhistQCD,LHLEntropy,LHLUniformity,LHLhistMaxGrad,LHLhistMaxGradGL,LHLhistMinGrad,LHLhistMinGradGL,LHHMax,LHHMin,LHHMean,LHHMedian,LHHRange,LHHVariance,LHHSkewness,LHHKurtosis,LHHEnergy,LHH10thPercentile,LHH90thPercentile,LHHInterqyantileRange,LHHMeanAD,LHHrMeanAD,LHHMedianAD,LHHQCD,LHHRMS,LHHCV,LHHhistMean,LHHhistVariance,LHHhistSkewness,LHHhistKurtosis,LHHhistMedian,LHHhist10thPercentile,LHHhist90thPercentile,LHHhistMode,LHHhistInterqyantileRange,LHHhistMeanAD,LHHhistrMeanAD,LHHhistMedianAD,LHHhistCV,LHHhistQCD,LHHEntropy,LHHUniformity,LHHhistMaxGrad,LHHhistMaxGradGL,LHHhistMinGrad,LHHhistMinGradGL,HLLMax,HLLMin,HLLMean,HLLMedian,HLLRange,HLLVariance,HLLSkewness,HLLKurtosis,HLLEnergy,HLL10thPercentile,HLL90thPercentile,HLLInterqyantileRange,HLLMeanAD,HLLrMeanAD,HLLMedianAD,HLLQCD,HLLRMS,HLLCV,HLLhistMean,HLLhistVariance,HLLhistSkewness,HLLhistKurtosis,HLLhistMedian,HLLhist10thPercentile,HLLhist90thPercentile,HLLhistMode,HLLhistInterqyantileRange,HLLhistMeanAD,HLLhistrMeanAD,HLLhistMedianAD,HLLhistCV,HLLhistQCD,HLLEntropy,HLLUniformity,HLLhistMaxGrad,HLLhistMaxGradGL,HLLhistMinGrad,HLLhistMinGradGL,HLHMax,HLHMin,HLHMean,HLHMedian,HLHRange,HLHVariance,HLHSkewness,HLHKurtosis,HLHEnergy,HLH10thPercentile,HLH90thPercentile,HLHInterqyantileRange,HLHMeanAD,HLHrMeanAD,HLHMedianAD,HLHQCD,HLHRMS,HLHCV,HLHhistMean,HLHhistVariance,HLHhistSkewness,HLHhistKurtosis,HLHhistMedian,HLHhist10thPercentile,HLHhist90thPercentile,HLHhistMode,HLHhistInterqyantileRange,HLHhistMeanAD,HLHhistrMeanAD,HLHhistMedianAD,HLHhistCV,HLHhistQCD,HLHEntropy,HLHUniformity,HLHhistMaxGrad,HLHhistMaxGradGL,HLHhistMinGrad,HLHhistMinGradGL,HHLMax,HHLMin,HHLMean,HHLMedian,HHLRange,HHLVariance,HHLSkewness,HHLKurtosis,HHLEnergy,HHL10thPercentile,HHL90thPercentile,HHLInterqyantileRange,HHLMeanAD,HHLrMeanAD,HHLMedianAD,HHLQCD,HHLRMS,HHLCV,HHLhistMean,HHLhistVariance,HHLhistSkewness,HHLhistKurtosis,HHLhistMedian,HHLhist10thPercentile,HHLhist90thPercentile,HHLhistMode,HHLhistInterqyantileRange,HHLhistMeanAD,HHLhistrMeanAD,HHLhistMedianAD,HHLhistCV,HHLhistQCD,HHLEntropy,HHLUniformity,HHLhistMaxGrad,HHLhistMaxGradGL,HHLhistMinGrad,HHLhistMinGradGL,HHHMax,HHHMin,HHHMean,HHHMedian,HHHRange,HHHVariance,HHHSkewness,HHHKurtosis,HHHEnergy,HHH10thPercentile,HHH90thPercentile,HHHInterqyantileRange,HHHMeanAD,HHHrMeanAD,HHHMedianAD,HHHQCD,HHHRMS,HHHCV,HHHhistMean,HHHhistVariance,HHHhistSkewness,HHHhistKurtosis,HHHhistMedian,HHHhist10thPercentile,HHHhist90thPercentile,HHHhistMode,HHHhistInterqyantileRange,HHHhistMeanAD,HHHhistrMeanAD,HHHhistMedianAD,HHHhistCV,HHHhistQCD,HHHEntropy,HHHUniformity,HHHhistMaxGrad,HHHhistMaxGradGL,HHHhistMinGrad,HHHhistMinGradGL
0,1,1,2.499625,-0.592224,0.656376,0.628206,3.091848,0.187756,0.727329,1.381769,306.610177,0.157082,1.191969,0.475911,0.320212,0.20292,0.319066,0.382128,0.438031,0.660152,26.429912,77.987265,0.72507,1.388871,26.0,16.0,37.0,26.0,10.0,6.525324,4.37179,6.488736,0.334131,0.192308,5.071281,0.037856,15.0,25.0,-19.5,29.0,6.704304,-1.240962,1.854499,1.807436,7.945266,1.298049,0.625149,1.126219,2675.814372,0.486272,3.264431,1.359767,0.852756,0.554091,0.851706,0.385269,1.294016,0.614354,25.549437,81.519145,0.619586,1.112994,25.0,15.0,37.0,25.0,11.0,6.765558,4.690657,6.742178,0.353385,0.22449,5.12282,0.036146,27.0,24.0,-17.0,28.0,1.115362,-2.164561,-0.050785,-0.021855,3.279923,0.127269,-0.976352,3.437208,8045.972797,-0.442596,0.329899,0.381192,0.25671,0.157928,0.255345,-5.550519,2.243887,-7.024671,41.611389,47.082398,-0.977909,3.473489,42.0,34.0,49.0,41.0,8.0,4.942886,3.213517,4.903004,0.164899,0.095238,4.672007,0.050654,23.0,41.0,-21.0,45.0,1.239595,-1.49685,-0.019141,-0.00666,2.736445,0.092747,-0.361815,2.322722,3820.777403,-0.361648,0.305859,0.302498,0.217082,0.129841,0.216731,-9.683611,1.546278,-15.910826,35.02378,49.354879,-0.367674,2.314762,35.0,27.0,43.0,37.0,7.0,5.006883,3.310561,5.006258,0.200587,0.098592,4.729644,0.050106,27.0,33.0,-26.5,38.0,0.581574,-0.562715,0.002026,-0.00158,1.14429,0.027493,0.325892,0.961281,546.301334,-0.2007,0.210442,0.171687,0.122425,0.075765,0.122382,-23.906593,0.584693,81.845347,32.085106,83.248076,0.332986,0.970937,32.0,21.0,44.0,32.0,10.0,6.727505,4.419273,6.720901,0.28437,0.15625,5.139962,0.03648,16.0,27.0,-15.0,38.0,1.048111,-1.030713,0.005277,0.008556,2.078824,0.05912,-0.143539,2.506499,1774.799624,-0.26816,0.271411,0.252273,0.174761,0.107193,0.174737,14.088141,1.053868,46.075388,32.381727,54.373684,-0.147195,2.510479,32.0,24.0,40.0,32.0,7.0,5.302583,3.434572,5.301627,0.227716,0.107692,4.811401,0.046584,19.5,27.0,-21.0,38.0,0.402573,-0.449759,0.000602,-0.000462,0.852331,0.010015,0.195751,1.653876,338.38684,-0.116077,0.120139,0.109973,0.074289,0.047306,0.074282,-35.799964,0.46017,166.239316,34.295995,54.747806,0.194321,1.673545,34.0,26.0,43.0,36.0,8.0,5.497487,3.645947,5.487484,0.215745,0.117647,4.849742,0.043952,19.0,30.0,-23.5,39.0,0.42195,-0.596685,0.000938,0.00363,1.018635,0.011646,-0.313154,2.332274,585.764041,-0.11429,0.117615,0.120709,0.079536,0.05064,0.079496,24.507741,0.605443,115.043262,37.961827,44.706303,-0.317008,2.302372,38.0,31.0,45.0,37.0,8.0,4.92623,3.263558,4.923029,0.176132,0.105263,4.694004,0.049018,19.5,31.0,-19.5,43.0,0.193522,-0.18051,0.000427,0.00063,0.374032,0.002182,0.071989,1.168829,55.309579,-0.056551,0.057538,0.054242,0.035493,0.023364,0.035493,310.290605,0.186042,109.340021,31.492491,61.848191,0.067268,1.178083,32.0,22.0,41.0,29.0,9.0,5.974978,4.166885,5.974343,0.249722,0.142857,4.963322,0.039611,16.5,28.0,-14.5,37.0
1,2,3,4.735702,-0.430916,1.299757,1.192933,5.166618,0.398587,0.810418,0.997723,29900.282312,0.633058,2.184738,0.73898,0.483729,0.316493,0.475079,0.296791,1.073998,0.485735,22.102538,59.368932,0.809078,0.997745,21.0,14.0,33.0,19.0,9.0,5.89882,4.12818,5.790911,0.348608,0.209302,4.886564,0.042514,276.5,15.0,-165.5,22.0,11.612964,-1.274093,3.667923,3.401562,12.887057,2.710427,0.846335,1.073012,218803.719134,1.911354,5.978189,1.935769,1.262036,0.830058,1.242233,0.275836,2.905314,0.448847,25.160597,64.872712,0.84458,1.068744,24.0,17.0,36.0,22.0,9.0,6.173695,4.096832,6.070481,0.320118,0.183673,4.9528,0.040291,264.0,17.0,-186.5,29.0,2.578845,-2.907485,-0.014559,0.010417,5.48633,0.213638,-0.290521,2.17734,226868.752848,-0.577544,0.50493,0.47592,0.334585,0.205072,0.333787,-92.378601,2.958374,-31.747807,34.217074,28.266165,-0.285286,2.157606,35.0,28.0,40.0,35.0,5.0,3.854227,2.478067,3.852596,0.155378,0.072464,4.376067,0.063726,510.0,33.0,-502.5,36.0,2.639607,-2.450864,-0.010945,0.004383,5.090472,0.116596,-0.414741,5.062143,160122.796723,-0.367749,0.331161,0.290411,0.228348,0.127194,0.227837,-295.903867,2.485377,-31.197549,31.196435,17.953775,-0.408547,5.00276,31.0,27.0,35.0,31.0,3.0,2.840636,1.656869,2.833346,0.135823,0.047619,3.928684,0.093258,1085.0,30.0,-1103.5,33.0,1.469851,-1.308207,-0.000189,-0.000566,2.778058,0.034248,0.199992,6.262516,45263.68188,-0.188916,0.186443,0.167608,0.124457,0.072004,0.124457,-970.265214,1.321419,-978.518128,30.663568,17.694274,0.194767,6.216141,31.0,26.0,35.0,31.0,4.0,2.844096,1.933581,2.828755,0.137181,0.064516,3.93054,0.090237,911.5,29.0,-861.5,33.0,1.804787,-1.982041,0.00044,0.00935,3.786828,0.10295,-0.158789,2.708145,104457.728962,-0.370049,0.34272,0.318628,0.228238,0.136849,0.22808,23.948153,2.00741,729.642006,33.982602,28.542209,-0.158285,2.695256,34.0,28.0,40.0,34.0,6.0,3.785567,2.47994,3.78308,0.157213,0.088235,4.360074,0.065297,460.0,32.0,-501.5,37.0,1.106988,-1.121533,0.000474,0.000554,2.228521,0.030614,0.002029,3.193198,33371.665765,-0.192823,0.192647,0.177477,0.124747,0.075958,0.124747,239.468302,1.134631,368.926214,32.720816,24.557308,0.001684,3.179775,33.0,27.0,38.0,33.0,5.0,3.538886,2.370986,3.52523,0.151449,0.076923,4.257188,0.069346,507.5,31.0,-514.5,35.0,0.93375,-0.705042,0.000475,-0.000547,1.638792,0.015007,0.081989,2.989993,13257.09305,-0.135957,0.137444,0.128313,0.088283,0.054647,0.088278,481.135895,0.715138,257.98028,28.124142,22.256559,0.07951,2.959793,28.0,23.0,33.0,28.0,5.0,3.394304,2.188978,3.382609,0.167745,0.087719,4.199359,0.07125,549.5,26.0,-498.5,31.0,0.487445,-0.498509,2.1e-05,4.3e-05,0.985954,0.005293,-0.04676,2.798688,6578.570233,-0.082395,0.082464,0.079092,0.053063,0.033304,0.053063,83.281337,0.503769,3404.954473,32.8563,21.673548,-0.047247,2.758843,33.0,28.0,38.0,33.0,5.0,3.394841,2.215418,3.383188,0.141692,0.076923,4.19595,0.070438,495.5,30.0,-461.5,36.0
2,3,4,3.425515,-0.69899,1.366895,1.383131,4.124505,0.200642,-0.388754,1.633911,1994.541274,0.850213,1.883171,0.508428,0.334204,0.214311,0.333953,0.18407,0.8042,0.3277,32.555123,46.854614,-0.388036,1.621949,33.0,25.0,40.0,31.0,8.0,5.117541,3.328691,5.100519,0.21026,0.121212,4.747943,0.04692,43.0,30.0,-36.0,39.0,8.255706,-0.836684,3.860806,3.88919,9.09239,1.223215,-0.464168,1.490344,31976.536371,2.605377,5.119631,1.309849,0.831203,0.541836,0.830829,0.167672,3.22002,0.286466,33.553178,58.860013,-0.45971,1.482721,34.0,25.0,42.0,35.0,9.0,5.77116,3.859999,5.755512,0.228653,0.134328,4.912726,0.041294,33.5,27.0,-37.5,42.0,1.676714,-1.746504,-0.059982,-0.043985,3.423218,0.132817,-0.272483,1.893194,10473.903793,-0.493515,0.351063,0.39006,0.268105,0.168164,0.267748,-3.86249,1.84288,-6.075852,32.04572,45.175925,-0.273358,1.875874,32.0,24.0,40.0,33.0,7.0,4.939932,3.394512,4.938716,0.209741,0.107692,4.7218,0.048721,49.5,28.0,-31.0,34.0,1.769687,-2.227735,-0.019736,-0.015778,3.997422,0.154209,-0.065721,2.574999,16053.247615,-0.457274,0.415637,0.434298,0.287998,0.18378,0.287983,-8.109278,2.28152,-19.897779,35.794747,38.411503,-0.073427,2.572523,36.0,29.0,43.0,37.0,7.0,4.551979,3.158182,4.540532,0.173146,0.098592,4.594718,0.052579,28.5,30.0,-50.0,38.0,0.932403,-0.871325,0.001705,0.001948,1.803728,0.035047,0.049686,2.482645,2440.326019,-0.212271,0.21262,0.204108,0.136535,0.085714,0.136535,52.640184,0.889543,109.825127,31.493515,42.93154,0.048047,2.457259,31.5,24.0,39.0,31.0,7.0,4.785992,3.235112,4.785992,0.20805,0.111111,4.672308,0.050434,37.0,28.0,-38.5,35.0,1.355673,-1.64563,-0.005199,0.007543,3.001303,0.116324,-0.331567,1.81534,8763.374408,-0.418382,0.378564,0.393324,0.254254,0.163865,0.254085,1244.586827,1.685693,-65.597237,35.436122,51.331523,-0.324169,1.797843,36.0,27.0,43.0,35.0,9.0,5.349816,3.516272,5.338846,0.202184,0.126761,4.822686,0.044445,36.0,33.0,-29.0,43.0,0.656734,-0.732021,0.001003,0.005404,1.388755,0.019467,-0.050245,1.813994,1708.081897,-0.165803,0.162957,0.152749,0.103179,0.065278,0.103127,288.068846,0.744213,139.05816,34.25,40.170639,-0.045904,1.81231,34.0,27.0,42.0,35.0,7.0,4.688878,3.189054,4.685149,0.185052,0.101449,4.647597,0.051031,27.5,28.0,-48.5,38.0,1.24676,-0.753743,0.00046,-0.002461,2.000503,0.026369,0.193888,3.311839,1831.289343,-0.187933,0.190032,0.192036,0.121381,0.079531,0.121354,36.378665,0.770586,352.651929,24.751621,26.206142,0.187602,3.237506,25.0,19.0,31.0,24.0,6.0,3.827607,2.732947,3.819715,0.206823,0.12,4.340836,0.06131,49.5,21.0,-45.0,29.0,0.273706,-0.305664,-0.000378,-0.002518,0.57937,0.005345,0.006042,1.067454,305.339299,-0.087792,0.088395,0.084726,0.05539,0.03609,0.055365,-56.664472,0.314655,-193.263334,34.18904,63.280412,0.008141,1.08291,34.0,25.0,44.0,34.0,9.0,6.019701,4.107168,6.009403,0.232674,0.130435,4.994613,0.038995,22.0,30.0,-25.5,39.0
3,4,5,3.705573,-0.637984,0.807321,0.733199,4.343557,0.262877,1.502555,3.964999,3543.517374,0.291018,1.390846,0.529837,0.366087,0.223996,0.360523,0.35862,0.539955,0.635082,21.96207,55.34026,1.499634,3.955556,21.0,14.0,30.0,20.0,8.0,5.305181,3.550008,5.222067,0.338725,0.190476,4.724285,0.04872,132.0,14.0,-126.5,25.0,10.228213,-1.790677,2.285007,2.077992,12.018889,1.81083,1.41884,3.479027,24978.81091,0.921358,3.886539,1.4552,0.97811,0.613204,0.962849,0.345592,1.433594,0.588913,22.370824,49.836407,1.411531,3.453062,21.0,15.0,31.0,21.0,7.0,5.138335,3.563855,5.047968,0.315567,0.162791,4.659103,0.050244,188.0,15.0,-125.0,25.0,1.76986,-1.88263,0.001897,0.019494,3.652489,0.118875,-0.614084,3.27439,44435.385719,-0.374097,0.373592,0.32941,0.241572,0.142327,0.241067,10.017949,1.912075,181.722378,33.503127,35.465393,-0.614865,3.249389,34.0,27.0,40.0,34.0,6.0,4.183456,2.653207,4.153777,0.177753,0.088235,4.484876,0.060492,218.5,32.0,-206.0,37.0,2.546542,-2.447864,-0.01275,0.002266,4.994406,0.096676,-0.990817,10.131598,74762.854991,-0.297239,0.27112,0.247937,0.19673,0.107437,0.196171,-788.385439,2.480181,-24.386524,31.720421,15.500246,-0.99762,10.091402,32.0,28.0,35.0,32.0,3.0,2.505454,1.503925,2.46207,0.124117,0.047619,3.719284,0.107982,546.5,30.0,-561.0,34.0,1.219886,-0.944357,-0.000226,-0.000778,2.164243,0.022643,0.395298,7.220978,11119.460672,-0.147569,0.144586,0.13051,0.099167,0.056208,0.099166,-83.526429,0.956494,-664.841697,28.483215,19.25844,0.395575,7.166494,28.0,24.0,33.0,28.0,3.0,2.908498,1.927639,2.903489,0.154071,0.052632,3.952765,0.090104,409.5,27.0,-422.0,30.0,1.465103,-1.597849,0.018621,0.021783,3.062952,0.078262,-0.255237,2.787298,31262.803662,-0.284268,0.332291,0.286335,0.200422,0.122131,0.200403,6.868007,1.603815,15.023484,34.248313,33.205907,-0.255519,2.774715,34.0,28.0,41.0,34.0,6.0,4.134215,2.774921,4.125062,0.168255,0.088235,4.477753,0.059256,170.5,31.0,-200.0,37.0,0.964763,-0.741229,-0.000194,-0.000981,1.705992,0.017047,0.212853,3.369796,6888.334565,-0.146959,0.144061,0.137381,0.093998,0.058374,0.093995,-129.651877,0.752831,-672.750586,28.363995,23.353438,0.209553,3.370462,28.0,23.0,34.0,28.0,5.0,3.490327,2.435806,3.476551,0.170376,0.087719,4.229022,0.069448,228.0,26.0,-242.5,31.0,0.976293,-0.908194,-0.000621,-0.00067,1.884486,0.014294,0.062169,3.792239,10212.23904,-0.136559,0.135927,0.125649,0.086138,0.053495,0.086138,-99.681453,0.916644,-192.674481,31.342439,16.083164,0.059273,3.761471,31.0,27.0,36.0,31.0,4.0,2.900229,1.987699,2.885634,0.127954,0.064516,3.96295,0.083498,315.0,30.0,-329.5,34.0,0.43165,-0.346805,2.9e-05,0.000353,0.778456,0.003883,-0.050706,2.834224,1508.755668,-0.071362,0.070569,0.067642,0.045461,0.028616,0.04546,332.63939,0.35233,2118.054619,29.071828,25.531372,-0.052275,2.810866,29.0,23.0,35.0,29.0,6.0,3.677789,2.621285,3.671631,0.173806,0.103448,4.309844,0.06496,219.5,25.0,-214.0,32.0
4,5,6,3.736411,-0.781488,1.936131,2.072516,4.517898,0.466587,-0.719224,0.206369,66712.715799,0.965056,2.704672,0.984872,0.556705,0.403842,0.546548,0.250491,1.341562,0.352803,38.896377,90.803221,-0.719779,0.210378,41.0,25.0,50.0,46.0,14.0,7.762642,6.244708,7.618016,0.244986,0.179487,5.180117,0.032188,145.5,37.0,-272.0,49.0,9.7273,-2.199545,5.471971,5.831752,11.926844,3.330891,-0.701393,0.183979,520408.301809,2.893147,7.554192,2.699018,1.496531,1.098026,1.471088,0.24367,3.746954,0.333531,41.522675,92.937807,-0.699509,0.180817,43.0,28.0,53.0,48.0,14.0,7.906266,6.332829,7.770092,0.232173,0.166667,5.19354,0.031541,118.0,42.0,-262.5,54.0,2.375749,-2.417199,-0.020565,-0.020505,4.792948,0.141012,0.127275,2.019064,225504.627615,-0.459899,0.40963,0.40669,0.275743,0.173052,0.275743,-8.55361,2.466516,-18.26028,32.501416,24.452118,0.124777,2.008391,33.0,27.0,38.0,33.0,5.0,3.643523,2.417236,3.643106,0.152144,0.076923,4.293563,0.065836,631.5,30.0,-712.0,35.0,2.742186,-2.100885,-0.012855,-0.012077,4.843072,0.10152,0.124628,6.040107,169374.637782,-0.352481,0.32739,0.325397,0.22368,0.137826,0.223679,-13.0714,2.13762,-24.785819,28.162085,17.257404,0.118732,5.964891,28.0,24.0,33.0,28.0,4.0,2.917572,2.049974,2.903715,0.14751,0.071429,3.971,0.083568,947.0,26.0,-975.0,30.0,1.272644,-0.763505,0.000327,-0.000251,2.036149,0.018571,0.076976,2.507127,22277.677396,-0.157244,0.157523,0.152711,0.100698,0.064403,0.100696,-753.854328,0.775249,416.271691,24.631451,17.851141,0.080451,2.480539,25.0,20.0,29.0,25.0,5.0,3.13263,2.065729,3.121186,0.171531,0.102041,4.07104,0.075727,780.5,22.0,-772.0,27.0,2.068157,-2.404342,-0.011467,-0.008846,4.472499,0.129597,-0.117469,3.112669,221131.716346,-0.412932,0.386221,0.371949,0.257809,0.157964,0.257797,-23.358908,2.442484,-31.394568,34.706774,25.801924,-0.116374,3.082939,35.0,29.0,40.0,35.0,5.0,3.645368,2.385687,3.629886,0.146356,0.072464,4.297986,0.067022,665.0,32.0,-638.5,37.0,1.497612,-1.178064,-0.000136,0.000665,2.675676,0.024556,0.014599,4.163472,52365.011249,-0.172551,0.17351,0.163844,0.112255,0.069439,0.112253,-1521.635857,1.188576,-1148.201065,28.731702,13.682542,0.012292,4.124014,29.0,25.0,33.0,29.0,4.0,2.65728,1.808631,2.637845,0.128743,0.068966,3.839416,0.091378,1118.5,26.0,-1187.0,31.0,0.858177,-0.798723,0.000157,0.000961,1.6569,0.017709,-0.048374,1.948617,24294.306359,-0.156627,0.156313,0.151029,0.099199,0.063992,0.099196,76.951573,0.809578,846.511869,31.376723,25.663729,-0.047439,1.943503,31.0,25.0,37.0,32.0,5.0,3.784268,2.685818,3.777754,0.161455,0.079365,4.342422,0.062328,568.0,28.0,-549.0,35.0,0.601813,-0.490147,-5.8e-05,-0.000173,1.09196,0.004622,0.039875,2.524361,9078.562091,-0.078887,0.079304,0.07661,0.050404,0.032413,0.050404,-156.947795,0.494897,-1166.33192,29.276472,15.45997,0.04032,2.512569,29.0,25.0,34.0,29.0,4.0,2.920247,2.08344,2.90474,0.134303,0.068966,3.96927,0.080959,837.5,27.0,-927.0,32.0
5,6,7,3.420178,-0.477783,0.975017,0.906282,3.897961,0.173634,1.200564,3.330373,7164.151181,0.555072,1.486584,0.442513,0.303853,0.189917,0.298264,0.235209,0.64875,0.427371,24.478263,45.419308,1.19621,3.32123,23.0,18.0,33.0,22.0,8.0,4.921705,3.286604,4.824051,0.275321,0.166667,4.640756,0.052296,287.0,19.0,-155.5,25.0,8.960949,-0.854775,2.751965,2.575306,9.815724,1.168497,1.288707,3.805704,81157.931307,1.653877,4.041959,1.150504,0.787419,0.494024,0.772383,0.215953,2.183535,0.392799,24.150452,48.165062,1.284983,3.803152,23.0,17.0,32.0,22.0,7.0,5.051256,3.339064,4.946951,0.28737,0.148936,4.677062,0.050667,255.5,18.0,-165.5,24.0,1.467157,-2.170148,-0.005953,0.006419,3.637305,0.06932,-0.476069,3.494474,81786.213701,-0.308026,0.28309,0.269111,0.188476,0.11522,0.188149,181.51603,2.191971,-44.229739,38.483551,20.895599,-0.471657,3.456338,39.0,33.0,43.0,39.0,5.0,3.285727,2.168841,3.260545,0.118782,0.064935,4.140723,0.074877,360.0,37.0,-459.5,41.0,1.798564,-1.371526,-0.004441,0.006814,3.17009,0.056718,-0.318011,3.092299,33192.957121,-0.283506,0.250679,0.245458,0.171692,0.105977,0.171426,38.266779,1.396425,-53.625148,28.167959,22.499519,-0.313471,3.048775,28.0,23.0,33.0,28.0,5.0,3.41945,2.200568,3.415286,0.168396,0.087719,4.199064,0.071426,393.0,26.0,-382.0,31.0,0.60851,-0.532674,7e-05,-0.000937,1.141184,0.0094,0.114737,2.001016,4988.582694,-0.112472,0.112973,0.107622,0.071782,0.045773,0.071777,-208.291208,0.541356,1393.140401,30.411761,28.736515,0.11378,1.99627,30.0,24.0,37.0,30.0,6.0,3.977389,2.862484,3.967278,0.176269,0.1,4.416287,0.059707,240.5,28.0,-237.0,33.0,2.043813,-1.973494,-0.004942,0.003845,4.017308,0.085954,-0.29768,5.272493,68090.800181,-0.320024,0.301132,0.282003,0.202485,0.12076,0.202333,37737.556602,2.000041,-59.321125,31.873399,21.228891,-0.289883,5.213919,32.0,27.0,37.0,32.0,4.0,3.179338,2.1246,3.162202,0.144556,0.0625,4.100833,0.07859,432.0,30.0,-480.5,34.0,0.783089,-0.943107,-0.000259,-0.000253,1.726196,0.01381,-0.064024,4.604261,15383.620349,-0.125631,0.12403,0.115448,0.081974,0.049314,0.081974,-328.891815,0.950657,-453.980334,35.411115,18.481437,-0.060617,4.546756,35.0,31.0,40.0,35.0,5.0,3.013268,1.992289,3.003172,0.121403,0.070423,4.016858,0.082613,446.5,33.0,-451.0,37.0,0.621471,-0.576877,0.000313,-0.000356,1.198348,0.010981,-0.021565,2.305071,5845.483007,-0.117977,0.119822,0.111645,0.07649,0.047763,0.076488,143.593981,0.58601,335.122768,31.340853,30.438396,-0.017865,2.296885,31.0,25.0,38.0,30.0,6.0,4.033759,2.853213,4.021384,0.176035,0.096774,4.438547,0.05988,287.0,28.0,-234.0,34.0,0.364738,-0.28641,3.6e-05,7.7e-05,0.651148,0.002388,0.059065,3.569139,1436.634691,-0.054748,0.054317,0.051151,0.035113,0.021788,0.035113,-228.523735,0.290515,1366.115471,28.711667,22.439247,0.055631,3.52427,29.0,23.0,34.0,29.0,5.0,3.410503,2.419399,3.396546,0.164985,0.087719,4.199277,0.071073,321.0,26.0,-354.5,31.0
