,Num,Dnum,ROICoarseness,ROIContrast,ROIBusyness,ROIComplexity,ROIStrength,LLLCoarseness,LLLContrast,LLLBusyness,LLLComplexity,LLLStrength,LLHCoarseness,LLHContrast,LLHBusyness,LLHComplexity,LLHStrength,LHLCoarseness,LHLContrast,LHLBusyness,LHLComplexity,LHLStrength,LHHCoarseness,LHHContrast,LHHBusyness,LHHComplexity,LHHStrength,HLLCoarseness,HLLContrast,HLLBusyness,HLLComplexity,HLLStrength,HLHCoarseness,HLHContrast,HLHBusyness,HLHComplexity,HLHStrength,HHLCoarseness,HHLContrast,HHLBusyness,HHLComplexity,HHLStrength,HHHCoarseness,HHHContrast,HHHBusyness,HHHComplexity,HHHStrength
41,42,1010,0.001285,0.159537,2.673178,810.384387,0.520833,0.001849,0.101412,1.663001,545.714787,0.747657,0.000886,0.168273,1.910925,1284.176796,0.255548,0.000942,0.156241,1.763215,1219.921129,0.266899,0.000779,0.189474,2.289738,1498.675547,0.217082,0.000934,0.134235,1.733036,1175.471404,0.274019,0.000792,0.182983,2.170185,1483.792394,0.217276,0.000827,0.178926,2.089083,1407.190236,0.226619,0.000762,0.192807,2.280521,1556.355101,0.207611
42,43,1012,0.000819,0.088691,2.159715,700.160399,0.299053,0.001192,0.060502,1.487749,473.035654,0.441647,0.000533,0.12877,3.023395,1250.624967,0.161616,0.00058,0.12095,2.783406,1144.231438,0.175639,0.000489,0.155612,3.395081,1438.420083,0.140505,0.000564,0.127766,2.94655,1175.019165,0.171061,0.000484,0.1601,3.434488,1450.290733,0.139134,0.000498,0.162507,3.409332,1428.628112,0.141777,0.00047,0.18043,3.622774,1533.027401,0.131167
43,44,1013,0.001555,0.102244,1.072257,852.030502,0.529129,0.002126,0.076802,0.784727,629.626346,0.720344,0.001134,0.146874,1.526438,1247.7098,0.344318,0.001204,0.154008,1.46369,1191.230029,0.355455,0.00103,0.155451,1.605659,1427.375897,0.297124,0.00115,0.149482,1.491896,1254.996341,0.340568,0.000998,0.187194,1.733973,1520.668245,0.280777,0.001011,0.187284,1.749042,1499.973274,0.284619,0.000971,0.183769,1.783099,1557.331,0.274065
44,45,1014,0.001408,0.078497,1.297616,595.334926,0.498187,0.002009,0.059826,0.912038,421.202817,0.707014,0.000763,0.14588,2.189844,1251.155559,0.228896,0.000843,0.128752,1.88955,1124.587161,0.249583,0.000708,0.160556,2.357085,1426.747251,0.197824,0.000818,0.130909,1.972814,1153.310561,0.245603,0.0007,0.165695,2.390373,1421.271976,0.196519,0.000735,0.134443,2.198425,1303.346841,0.214008,0.000676,0.163636,2.450276,1486.65019,0.189922
45,46,1015,0.016164,0.274753,0.103791,1170.767198,4.748345,0.017914,0.243074,0.091369,1137.260831,5.426209,0.014819,0.21733,0.15953,1210.535902,4.172583,0.013405,0.229053,0.13666,1216.30254,3.571006,0.011351,0.30815,0.195707,1343.909839,2.7915,0.013681,0.18681,0.136694,1248.977433,3.97858,0.011965,0.213409,0.143054,1556.156859,3.552148,0.01152,0.27592,0.18612,1592.82379,3.120738,0.010445,0.314952,0.219606,1872.894309,3.074976
46,47,1017,0.006028,0.178099,0.411195,1179.184625,2.114276,0.006893,0.195144,0.459923,1001.733967,2.392135,0.005559,0.170334,0.310774,1343.817334,1.606511,0.00538,0.197121,0.33102,1407.23827,1.557308,0.00531,0.180087,0.323143,1449.7284,1.474173,0.005228,0.233804,0.366747,1500.663732,1.47257,0.005,0.161331,0.335513,1497.659783,1.478609,0.004905,0.218086,0.339206,1618.252943,1.381079,0.004955,0.150304,0.321362,1460.540542,1.477457
47,48,1019,0.001726,0.139621,0.820593,738.567949,0.608928,0.002298,0.120827,0.627142,571.692298,0.811592,0.001109,0.132621,1.473055,1077.720974,0.32398,0.001169,0.121002,1.400499,1015.607214,0.348177,0.000995,0.126056,1.539031,1221.191469,0.28405,0.001091,0.112292,1.46901,1058.996078,0.336572,0.000944,0.143862,1.685617,1338.347779,0.264782,0.000987,0.145869,1.636209,1286.920265,0.274545,0.000951,0.138142,1.642289,1332.464599,0.262539
48,49,1020,0.001554,0.130689,1.147587,971.852172,0.499115,0.001771,0.110497,0.989371,843.387315,0.576359,0.001255,0.16643,1.380476,1314.767302,0.353679,0.0012,0.163633,1.434512,1366.950192,0.344143,0.001145,0.183361,1.500985,1494.513247,0.310821,0.001229,0.171148,1.418882,1343.139586,0.34585,0.001114,0.166651,1.507668,1477.928911,0.316845,0.001108,0.162992,1.484092,1458.7065,0.318214,0.001105,0.140672,1.445895,1433.325281,0.321662
49,50,1022,0.000731,0.097129,2.433523,775.80385,0.241643,0.000981,0.072379,1.82073,575.651656,0.325961,0.000522,0.111064,3.015299,1117.721648,0.161242,0.00055,0.117614,2.963432,1095.000461,0.165226,0.000447,0.141505,3.65458,1378.660007,0.130764,0.000522,0.128931,3.127684,1160.676776,0.155802,0.000456,0.137277,3.518392,1349.500433,0.132779,0.000474,0.156577,3.532283,1355.257045,0.132003,0.00043,0.164664,3.845051,1475.1435,0.121569
50,51,1023,0.000908,0.091744,1.799398,763.539692,0.313494,0.0013,0.063806,1.252435,532.96195,0.447375,0.000629,0.130741,2.587558,1211.253419,0.190638,0.000676,0.127677,2.410118,1148.891144,0.199776,0.000579,0.151834,2.815719,1385.216499,0.165787,0.000663,0.119419,2.422717,1154.378264,0.200959,0.000576,0.120626,2.687374,1328.780812,0.173463,0.000592,0.140787,2.734941,1340.838887,0.172091,0.000565,0.144547,2.834302,1416.168862,0.162482
51,52,1024,0.000808,0.133527,2.108951,971.948386,0.266804,0.001096,0.109422,1.497585,725.16626,0.362208,0.000634,0.175924,2.80473,1345.670691,0.179142,0.000676,0.168493,2.642827,1264.33404,0.190541,0.000592,0.190389,2.96092,1491.046995,0.160442,0.000647,0.15279,2.630043,1274.611582,0.18844,0.000577,0.189276,3.02675,1506.215284,0.158535,0.000612,0.176523,2.819124,1426.68748,0.166873,0.00056,0.190944,3.095606,1558.126377,0.15376
52,53,1025,0.003143,0.097286,0.534354,718.816462,1.091653,0.004198,0.074046,0.402101,538.778197,1.45552,0.002141,0.116053,0.763583,1118.691821,0.672448,0.002347,0.135877,0.729844,1105.132339,0.688134,0.002029,0.135122,0.774175,1282.50439,0.578157,0.002189,0.133708,0.752038,1119.036192,0.67396,0.001815,0.168869,0.926634,1479.748209,0.515466,0.00195,0.158902,0.861535,1362.729187,0.55162,0.00178,0.167917,0.945755,1515.70798,0.504591
53,54,1026,0.000594,0.0828,3.195113,641.870856,0.200705,0.000797,0.061731,2.368746,478.08142,0.27096,0.000454,0.108496,3.720539,885.971706,0.137731,0.000386,0.120578,4.220186,1037.968103,0.115084,0.000336,0.145969,4.926994,1252.273929,0.094144,0.000369,0.127512,4.488423,1090.82814,0.11064,0.000323,0.155817,5.259862,1307.782716,0.091576,0.000325,0.156476,5.165898,1321.503508,0.089843,0.000305,0.166972,5.482191,1419.404097,0.083571
54,55,1027,0.000243,0.140805,8.253843,1041.754482,0.079022,0.000254,0.120509,7.390794,969.493949,0.084677,0.000179,0.183836,9.543768,1527.285414,0.051232,0.000187,0.174714,9.073575,1473.442201,0.053018,0.000175,0.195205,10.083349,1602.777017,0.048959,0.000184,0.165621,9.256661,1465.893782,0.053217,0.000177,0.17726,9.543703,1551.428324,0.050222,0.000178,0.172456,9.408546,1534.320809,0.05101,0.000172,0.166182,9.859606,1568.310384,0.050056
55,56,1028,0.000687,0.28711,5.612866,1202.429196,0.286203,0.000725,0.244196,5.006816,1132.783779,0.308039,0.000585,0.18396,2.862302,1418.620314,0.16103,0.000601,0.181865,2.831327,1387.459763,0.164084,0.000545,0.198058,3.226509,1548.129851,0.146701,0.000591,0.192511,2.962025,1434.312804,0.158093,0.000537,0.198739,3.199825,1562.740126,0.14552,0.000553,0.191151,3.081089,1528.989739,0.149413,0.000513,0.187263,3.394585,1591.944803,0.143981
56,57,1029,0.001756,0.090608,0.965913,758.650188,0.581287,0.002331,0.067546,0.726314,573.031788,0.768338,0.001509,0.112445,1.132528,938.728127,0.4692,0.00132,0.133748,1.266855,1106.128758,0.396471,0.001148,0.156641,1.493914,1323.652133,0.329566,0.00129,0.140852,1.325093,1146.56516,0.383012,0.001111,0.172882,1.573263,1374.105247,0.319729,0.001084,0.178627,1.623868,1432.461055,0.305708,0.001066,0.178557,1.604458,1471.083584,0.295506
