9.999999999999998890e-01,-2.010166678937882201e-01,3.373232740153153109e-01,-3.438428602725318584e-01,-3.450097346662725495e-01,1.487403470253604587e-01,8.478641687951064473e-03,-2.535880024609777350e-01,2.675142180558437999e-01,-8.306820007231272007e-02
-2.010166678937882478e-01,1.000000000000000000e+00,-3.878267220593379361e-01,3.449249539129184972e-01,3.900820277954327175e-01,2.087620872929746296e-01,2.882600668560721460e-02,3.353826899631990321e-01,-3.210975590766367294e-01,-2.397783647883915126e-01
3.373232740153153109e-01,-3.878267220593379361e-01,1.000000000000000000e+00,-2.824060187120231435e-01,-4.820893408593192597e-01,-1.094639868246239933e-01,2.548263315294619358e-01,-2.951666479563854195e-01,3.349850738255374938e-01,1.774813871505587226e-01
-3.438428602725318028e-01,3.449249539129184972e-01,-2.824060187120230880e-01,9.999999999999998890e-01,9.041300745260806571e-02,2.483652396906501358e-01,1.100463950863406898e-01,1.346999106207135144e-01,-4.638153225763301801e-01,1.618655057989659696e-01
-3.450097346662725495e-01,3.900820277954327175e-01,-4.820893408593192597e-01,9.041300745260805183e-02,1.000000000000000000e+00,-5.347937999120908059e-02,1.866828508073289927e-01,8.746770404203589866e-01,-6.767731980406901937e-02,-2.279036868505422975e-01
1.487403470253604587e-01,2.087620872929746019e-01,-1.094639868246239794e-01,2.483652396906501358e-01,-5.347937999120908059e-02,1.000000000000000000e+00,1.043784910737206341e-02,-8.732790148416666454e-02,-3.649774909348235674e-01,-1.074662361517594866e-01
8.478641687951066208e-03,2.882600668560721460e-02,2.548263315294619358e-01,1.100463950863406759e-01,1.866828508073289927e-01,1.043784910737206341e-02,1.000000000000000000e+00,3.569311870720562330e-01,3.010021745653309599e-01,3.211077283428936391e-01
-2.535880024609777350e-01,3.353826899631990321e-01,-2.951666479563854750e-01,1.346999106207134866e-01,8.746770404203590976e-01,-8.732790148416667841e-02,3.569311870720562330e-01,1.000000000000000000e+00,1.367042565565034819e-02,-1.900172394739736426e-01
2.675142180558437999e-01,-3.210975590766367294e-01,3.349850738255375493e-01,-4.638153225763301801e-01,-6.767731980406903325e-02,-3.649774909348235674e-01,3.010021745653309599e-01,1.367042565565034819e-02,1.000000000000000000e+00,2.485037163161006035e-01
-8.306820007231270619e-02,-2.397783647883915126e-01,1.774813871505587504e-01,1.618655057989659973e-01,-2.279036868505422975e-01,-1.074662361517595005e-01,3.211077283428936391e-01,-1.900172394739736426e-01,2.485037163161006035e-01,1.000000000000000000e+00
